cust_id,name,email,phone_numb,account_number,bank_id,ktp,dob,city,address,postal_code,total_transaction,income,cluster
15322,Jared Gonzalez,xxxxx.xxxxxxxx@xxxxx.xxx,+62 xxxxxxxxxxx,47312af281cf8a22faf3e5dff3773a755b757b4349a4067a319aea062262d430,9,3275xxxxxxxxxxxx,43 - 46,Bandung,Xx. Xxxxxxxxxx Xx. nn,40112,379812778.0,2067699.0,1
80673,Tammy Hicks,xxxxx.xxxxx@xxxxx.xxx,+62 xxxxxxxxxxx,ed738df7dc154a4101adf306c072649bb92076522b74a07c77c25c52d7ae31a6,22,3275xxxxxxxxxxxx,47 - 50,Surabaya,Xx. Xxxxxxxxxx Xx. nn,60112,267261951.0,2818206.0,2
99055,James Fowler,xxxxx.xxxxxx@xxxxx.xxx,+62 xxxxxxxxxxx,f8c0874225a930b5791c1407e6b52efd39f88acd6045a7809c7b17bd97b5d421,8,3275xxxxxxxxxxxx,31 - 34,Medan,Xx. Xxxx Xx. nn,20114,282569407.0,9626466.0,0
48477,James Sullivan,xxxxx.xxxxxxxx@xxxxxxx.xxx,+62 xxxxxxxxxxx,2b8db59e9129b5eebc94176480fc1a30b5c084be7bf15b5663084c9ee7478e1b,2,3275xxxxxxxxxxxx,43 - 46,Semarang,Xx. Xxxxxxx Xxxx Xx. n,50112,441800405.0,5192808.0,0
13404,Susan Cannon,xxxxx.xxxxxx@xxxxxxx.xxx,+62 xxxxxxxxxxx,9c7fdaa31ac700071beebefaaebf5fe63cbf048a14b2ae9bff13c3d9f83edbe8,13,3275xxxxxxxxxxxx,35 - 38,Jakarta,Xx. Xxxxxx Xxxx Xx. nn,10110,596375766.0,4810082.0,1
34959,Julie Vance,xxxxx.xxxxx@xxxxx.xxx,+62 xxxxxxxxxxx,b621cf139abf5e8b07a9bed9fa3bd6f7aa1298c86a9f78fdd926c20ef60ca884,2,3275xxxxxxxxxxxx,39 - 42,Bandung,Xx. Xxxx Xxxxxx Xx. nn,40112,154463217.0,7877770.0,3
95717,Kimberly Durham,xxxxxxxx.xxxxxx@xxxxx.xxx,+62 xxxxxxxxxxx,d04d84d0fd6a0581f1a32b72a2807ee921a3435216555c4f2c078feb0e904cfa,22,3275xxxxxxxxxxxx,19 - 22,Jakarta,Xx. Xxxxxx Xxxx Xx. nn,10120,905553961.0,8664044.0,3
28966,Judy Russell,xxxx.xxxxxxx@xxxxxxx.xxx,+62 xxxxxxxxxxx,6ee89e884b1cba8ef7322b5f2e2066cb04ad8aceb57a2ffbb7674643696c1b3e,22,3275xxxxxxxxxxxx,31 - 34,Semarang,Xx. Xxxxxxx Xxxx Xx. nn,50112,827616268.0,2332788.0,2
61312,Dorothy Pugh,xxxxxxx.xxxx@xxxxxxx.xxx,+62 xxxxxxxxxxx,3cadb35663860052f39083724a72a618c22c04c6e69e273093081341e621457d,2,3275xxxxxxxxxxxx,19 - 22,Medan,Xx. Xxxx Xx. n,20113,550547259.0,6124600.0,3
26621,Ashley Cabrera,xxxxxx.xxxxxxx@xxxxx.xxx,+62 xxxxxxxxxxx,26dd5b82c96e8aa9c077ae12547b281ed1250c0af68425627812cde10e57010a,13,3275xxxxxxxxxxxx,43 - 46,Semarang,Xx. Xxxxxxxxxx Xx. nn,50111,444008749.0,6462939.0,2
37540,Denise Mcdaniel,xxxxxx.xxxxxxxx@xxxxxxx.xxx,+62 xxxxxxxxxxx,852ffc5945a777dabfc568ece69ddb5b0ac684608e3bbed9bce18c291fd854a6,9,3275xxxxxxxxxxxx,23 - 26,Medan,Xx. Xxxxx Xxxx Xx. nn,20114,356120071.0,9287109.0,3
84017,Shannon Hernandez,xxxxxxx.xxxxxxxxx@xxxxx.xxx,+62 xxxxxxxxxxx,c0e71f736c02c7b49a9c33550776afe687a3ec9c711a44ae7c4fcc1dba23f8ec,14,3275xxxxxxxxxxxx,31 - 34,Bandung,Xx. Xxxx Xx. nn,40114,45686147.0,4474385.0,3
19231,Kevin Berry,xxxxx.xxxxx@xxxxx.xxx,+62 xxxxxxxxxxx,ce1b70d59e67bff3a0f1edac3714464faea884640831af612361f153f54aa33e,11,3275xxxxxxxxxxxx,39 - 42,Surabaya,Xx. Xxxxxxxxx Xx. n,60111,741029648.0,2178276.0,0
63265,Sarah Martin,xxxxx.xxxxxx@xxxxxxx.xxx,+62 xxxxxxxxxxx,094ffbd4cc8be4030547289a09b320eced30b51805acf512d12dc3d202a901e7,14,3275xxxxxxxxxxxx,31 - 34,Bandung,Xx. Xxxxxxxxx Xx. nn,40113,360517329.0,5215918.0,3
67570,Jeffrey Fleming,xxxxxxx.xxxxxxx@xxxxx.xxx,+62 xxxxxxxxxxx,b0f87768ba2d9d6ca4ac094070ea071913cfa3c96a8f421b5ecff7c01117ee2f,9,3275xxxxxxxxxxxx,43 - 46,Jakarta,Xx. Xxxxxxx Xx. nn,10130,240807312.0,6152963.0,1
79792,Mr. Chase Merritt,xx..xxxxx.xxxxxxx@xxxxx.xxx,+62 xxxxxxxxxxx,70467395a0f5e725378fe3dc1cadf61a9a1b726219d485c78859e0ac10c63698,2,3275xxxxxxxxxxxx,51 - 54,Bandung,Xx. Xxxx Xx. nn,40111,391691012.0,9729445.0,1
31833,Dalton Hansen,xxxxxx.xxxxxx@xxxxx.xxx,+62 xxxxxxxxxxx,8b30920f2d358a876e560fc8771a17aa8c8be86dc29fd74695c47ebe5a1084fe,22,3275xxxxxxxxxxxx,31 - 34,Bandung,Xx. Xxxxxxxxx Xx. nn,40112,219469165.0,4229398.0,1
25408,Kenneth Clark,xxxxxxx.xxxxx@xxxxxxx.xxx,+62 xxxxxxxxxxx,1371e66c2488c5079fe438f622f330e458c025a1c6be203ff0748f21ff8df03a,14,3275xxxxxxxxxxxx,47 - 50,Surabaya,Xx. Xxxxxxxxxx Xx. nn,60111,254921795.0,6145327.0,2
49382,Robert Macdonald,xxxxxx.xxxxxxxxx@xxxxx.xxx,+62 xxxxxxxxxxx,dc7f263570ea4b0c85fbfbcdb2a06693f70d170dba7e2865a2869eb65e359e7e,13,3275xxxxxxxxxxxx,27 - 30,Bandung,Xx. Xxxx Xxxxxx Xx. nn,40113,387611665.0,5507339.0,3
33340,Melissa Lowe,xxxxxxx.xxxx@xxxxx.xxx,+62 xxxxxxxxxxx,ed72555a9b1d88fdaae608debd598ac309be45f71557d6009fd4d736821d85e9,11,3275xxxxxxxxxxxx,39 - 42,Bandung,Xx. Xxxxxxxxxx Xx. nn,40113,852969072.0,9937315.0,1
74181,Jacob Norris,xxxxx.xxxxxx@xxxxx.xxx,+62 xxxxxxxxxxx,c4aaf7eb57ed9ca10ba61e8e5b04f1b27f59b638648d3c2ffbc2655391e44a20,22,3275xxxxxxxxxxxx,31 - 34,Surabaya,Xx. Xxxxxx Xxxxxxxx Xx. n,60115,305751775.0,7606058.0,2
63757,Margaret Jones,xxxxxxxx.xxxxx@xxxxx.xxx,+62 xxxxxxxxxxx,71b6b1bb525f536526d633a0cc3922b856a6b737aa60129bf1086efa8a1d5ed8,8,3275xxxxxxxxxxxx,39 - 42,Semarang,Xx. Xxxxxx Xx. nn,50112,496462212.0,3576319.0,0
91502,Ann Sanchez,xxx.xxxxxxx@xxxxx.xxx,+62 xxxxxxxxxxx,c565431a2947eb643fa6f78aa3964e36a936712f671fc178ecaa41712c34da94,22,3275xxxxxxxxxxxx,35 - 38,Medan,Xx. Xxxxx Xxxxxxx Xx. nn,20111,47510048.0,5955555.0,2
68876,Troy Davis,xxxx.xxxxx@xxxxx.xxx,+62 xxxxxxxxxxx,6ae4023b78788bd02a910e21bab3acef1ce702baf969cbe803e850a3af5233ee,14,3275xxxxxxxxxxxx,19 - 22,Medan,Xx. Xxxxxxxx Xxxx Xx. n,20113,427956454.0,5384436.0,2
24132,Andrew Richardson,xxxxxx.xxxxxxxxxx@xxxxxxx.xxx,+62 xxxxxxxxxxx,eb8cded65d855914a31e35e5e55b9ba5f4e108f552db822fe8ee193284db2e80,9,3275xxxxxxxxxxxx,39 - 42,Medan,Xx. Xxxxxxxx Xxxx Xx. nn,20111,562668722.0,8221647.0,0
80681,Christopher Sullivan,xxxxxxxxxxx.xxxxxxxx@xxxxxxx.xxx,+62 xxxxxxxxxxx,7f8633e3cf0114aae1deb3c710b12f7f6ba6bfd851327b71c90d9706adb78390,8,3275xxxxxxxxxxxx,27 - 30,Jakarta,Xx. Xxxxxxxx Xx. nn,10140,843877088.0,6477506.0,3
54387,Manuel Smith,xxxxxx.xxxxx@xxxxxxx.xxx,+62 xxxxxxxxxxx,8714e74a5a435de4d886ce516d40a8786372880a2eea04bf0269817b88956704,9,3275xxxxxxxxxxxx,39 - 42,Medan,Xx. Xxxxx Xxxxxxx Xx. nn,20112,174026715.0,4846093.0,0
34316,Roger Bradley,xxxxx.xxxxxxx@xxxxxxx.xxx,+62 xxxxxxxxxxx,183a6e68ec4070fd9c66e57ba90b290d0b8a3e07a4b36557b1e78de1b15cccac,2,3275xxxxxxxxxxxx,27 - 30,Semarang,Xx. Xxxxx Xxxx Xx. nn,50111,332674421.0,7010070.0,0
94340,Leah Hunter,xxxx.xxxxxx@xxxxx.xxx,+62 xxxxxxxxxxx,e031fd6867206d5b8da7ad5499fadbd559334f6351800f6c2c469e0f624a18a4,8,3275xxxxxxxxxxxx,23 - 26,Semarang,Xx. Xxxxx Xxxx Xx. nn,50113,201312212.0,2570640.0,0
59132,Tabitha Hardy,xxxxxxx.xxxxx@xxxxx.xxx,+62 xxxxxxxxxxx,8883cd76ddcd1d5b071d9762e76b2c72e96dbe1d5e4049bbd6aee4313f1c7f31,9,3275xxxxxxxxxxxx,27 - 30,Semarang,Xx. Xxxxxxx Xxxx Xx. nn,50114,325009328.0,3072961.0,0
38215,Justin Velez,xxxxxx.xxxxx@xxxxx.xxx,+62 xxxxxxxxxxx,48450ab201510ebfc177ed47a8cb0fabd87084747ea33a658d1f5533bf31b985,2,3275xxxxxxxxxxxx,31 - 34,Medan,Xx. Xxxxx Xxxxxxx Xx. nn,20111,755857209.0,7969622.0,0
16404,Benjamin Williams,xxxxxxxx.xxxxxxxx@xxxxxxx.xxx,+62 xxxxxxxxxxx,22c30c43fb0a4fc2bd3777609cff8c9af36e04b4e7060343977cfb8cf0f88165,8,3275xxxxxxxxxxxx,27 - 30,Bandung,Xx. Xxxx Xx. nn,40111,523527470.0,6498107.0,3
79779,Heather Montoya,xxxxxxx.xxxxxxx@xxxxx.xxx,+62 xxxxxxxxxxx,abd8e7c1bb62f55229eef441a2fc5e7af18017f00ef03cfa4b6dc0262bdc30a6,11,3275xxxxxxxxxxxx,39 - 42,Surabaya,Xx. Xxxxxxxxxx Xx. nn,60115,76498301.0,9347200.0,0
64576,John Diaz,xxxx.xxxx@xxxxx.xxx,+62 xxxxxxxxxxx,a7d586fa3023b29046273091897d084f996f4fa427cd7f7cbfc3a00f9465e054,13,3275xxxxxxxxxxxx,23 - 26,Medan,Xx. Xxxxx Xxxx Xx. nn,20112,175648509.0,3449112.0,3
51805,Laura Hart,xxxxx.xxxx@xxxxx.xxx,+62 xxxxxxxxxxx,df922fd60dcf87bb7c5148f7fd92af909ec6136a057af6bcaeb517758cbedf2c,11,3275xxxxxxxxxxxx,27 - 30,Surabaya,Xx. Xxxxx Xx. nn,60113,958468989.0,6896816.0,2
89026,Susan Silva,xxxxx.xxxxx@xxxxxxx.xxx,+62 xxxxxxxxxxx,bfc253ad4eb360f86dc18e42b7b49fee9d2e134e4d258309d6c429757c91bef6,22,3275xxxxxxxxxxxx,39 - 42,Semarang,Xx. Xxxxxxxxxx Xx. nn,50113,642351195.0,8840403.0,2
26028,Amber Hill,xxxxx.xxxx@xxxxx.xxx,+62 xxxxxxxxxxx,87d98eff2de52cf4798dbef39b754b1a86c9f0a3f391c93d6b59d4b52e33eb4a,22,3275xxxxxxxxxxxx,43 - 46,Medan,Xx. Xxxxx Xxxxxxx Xx. nn,20114,416286999.0,5302375.0,2
37253,Nicholas Mccullough,xxxxxxxx.xxxxxxxxxx@xxxxx.xxx,+62 xxxxxxxxxxx,b217995056ddc60d72b6e64147721faaedcbcc4250e43e11f6d807519ee791bc,9,3275xxxxxxxxxxxx,43 - 46,Jakarta,Xx. Xxxxxxxx Xx. nn,10140,69459491.0,4983671.0,1
45497,Brandi Hamilton,xxxxxx.xxxxxxxx@xxxxx.xxx,+62 xxxxxxxxxxx,53ab5b45bde69ec99dc60ba512ca9e8c1ff639ba5a56591f4a6c9afea6db2629,9,3275xxxxxxxxxxxx,19 - 22,Jakarta,Xx. Xxxxxxx Xx. nn,10110,589061869.0,6099859.0,3
94927,Barry Harrell,xxxxx.xxxxxxx@xxxxxxx.xxx,+62 xxxxxxxxxxx,61d67d523a29e70ad7fb9aa9f514123e0809ff01e404f60eec215fde7f3356fd,8,3275xxxxxxxxxxxx,23 - 26,Jakarta,Xx. Xxxxxxx Xx. nn,10120,905178609.0,6220073.0,3
18154,Heidi Martin,xxxxx.xxxxxx@xxxxx.xxx,+62 xxxxxxxxxxx,7468a4f63d0f988a174c72d7ea6e1c5a25d69494af4ed71f072cb298e9f6379c,13,3275xxxxxxxxxxxx,43 - 46,Surabaya,Xx. Xxxxxxxxxx Xx. nn,60114,340133542.0,3300576.0,2
54540,Jason Miller,xxxxx.xxxxxx@xxxxx.xxx,+62 xxxxxxxxxxx,83d483659b833e0f2056772b60da6f840f6ff84b83dddd56555888a301867b60,11,3275xxxxxxxxxxxx,23 - 26,Bandung,Xx. Xxxxxxxxx Xx. nn,40113,521400296.0,2270878.0,3
78193,Chad Miller,xxxx.xxxxxx@xxxxx.xxx,+62 xxxxxxxxxxx,d7156f3fd21c4799cf65a0379b83bd6ec8b31aca7f99818ff11acf7986446562,9,3275xxxxxxxxxxxx,51 - 54,Semarang,Xx. Xxxxxxx Xxxx Xx. nn,50112,591994159.0,9088543.0,0
67024,Dylan Pearson PhD,xxxxx.xxxxxxx.xxx@xxxxx.xxx,+62 xxxxxxxxxxx,716c270ad510903f460e7de8ca33fcc413a143ffea20361403e48403d1679a54,8,3275xxxxxxxxxxxx,27 - 30,Bandung,Xx. Xxxx Xxxxxx Xx. nn,40113,950988781.0,4762538.0,3
30581,Amy Bush,xxx.xxxx@xxxxx.xxx,+62 xxxxxxxxxxx,81d507cd70fe05e26df4f147d6590e8aee8970c3cdc872e1a0d75fb7e88c6f12,22,3275xxxxxxxxxxxx,35 - 38,Semarang,Xx. Xxxxxxx Xx. nn,50112,416171510.0,6903616.0,2
11211,Barry Park,xxxxx.xxxx@xxxxxxx.xxx,+62 xxxxxxxxxxx,4393e09f7475119d113e8bc724902d9ebd58f6bc97678980e1532f53b999f830,11,3275xxxxxxxxxxxx,47 - 50,Bandung,Xx. Xxxx Xxxxxx Xx. nn,40115,575178862.0,7147324.0,1
26788,Pamela Garcia,xxxxxx.xxxxxx@xxxxx.xxx,+62 xxxxxxxxxxx,d366875f60ab11c74356fec979477eebdcd8358537c28b6a55b8001bdd4aa314,9,3275xxxxxxxxxxxx,31 - 34,Bandung,Xx. Xxxx Xx. nn,40112,835855190.0,5279013.0,3
54054,Brian Osborne,xxxxx.xxxxxxx@xxxxx.xxx,+62 xxxxxxxxxxx,f1666dd1f77a33c8e13f6dce01417a29bc0b90c4cab4297eaffece38b2e8af66,14,3275xxxxxxxxxxxx,31 - 34,Bandung,Xx. Xxxxxxxxxx Xx. nn,40115,370924327.0,6441280.0,3
26656,Carlos Combs,xxxxxx.xxxxx@xxxxx.xxx,+62 xxxxxxxxxxx,b3fc26c42ca4f10efa400ffab574d3539ebbf016111a2b12fe05abb5c99f66b1,9,3275xxxxxxxxxxxx,47 - 50,Semarang,Xx. Xxxxxxxxxx Xx. nn,50115,800493678.0,5915797.0,0
88181,William Becker,xxxxxxx.xxxxxx@xxxxxxx.xxx,+62 xxxxxxxxxxx,7c40a757b219b2e01e8302aadf2d0387cdb9b21738c36128e183370bd24f64df,9,3275xxxxxxxxxxxx,27 - 30,Medan,Xx. Xxxxx Xxxxxxx Xx. nn,20115,220826262.0,8534197.0,3
57267,Brian Ortiz,xxxxx.xxxxx@xxxxx.xxx,+62 xxxxxxxxxxx,54cf2d8af372482d99e6cb8bbe736fb26c9331b970d513aac22b6962030dddc4,8,3275xxxxxxxxxxxx,19 - 22,Bandung,Xx. Xxxxxxxxx Xx. nn,40113,590141099.0,6608178.0,3
62683,Michael Galvan DDS,xxxxxxx.xxxxxx.xxx@xxxxx.xxx,+62 xxxxxxxxxxx,84289cb3d589b77cd61386a76f3257edbf4c794a34e01e8d2c75ba3d03f4e0a9,14,3275xxxxxxxxxxxx,27 - 30,Jakarta,Xx. Xxxxxxx Xx. nn,10140,120412055.0,7384824.0,3
93065,Ann Lewis,xxx.xxxxx@xxxxxxx.xxx,+62 xxxxxxxxxxx,b64c5cbdc2f98f135dc1062e8c871f4a8c819672eff6ac5a5823f2b9d32dc589,8,3275xxxxxxxxxxxx,31 - 34,Surabaya,Xx. Xxxxxxxxxx Xx. nn,60112,448959421.0,3173416.0,0
34381,Kevin Stewart,xxxxx.xxxxxxx@xxxxx.xxx,+62 xxxxxxxxxxx,ef42c22bea7cab2f31dd1cb285b6d79b8d71411c077c70200e6986ad582f608b,14,3275xxxxxxxxxxxx,19 - 22,Bandung,Xx. Xxxxxxxxx Xx. nn,40112,692327078.0,8277681.0,3
80905,Jennifer Johnson,xxxxxxxx.xxxxxxx@xxxxx.xxx,+62 xxxxxxxxxxx,1341b6d0a6ebf4749032ff3838563b6d1d986dc8c48e55049eecb255979709e8,14,3275xxxxxxxxxxxx,27 - 30,Medan,Xx. Xxxxxxxxxxxxxxxx Xx. nn,20115,785858540.0,5853800.0,2
77638,Shawn Smith,xxxxx.xxxxx@xxxxxxx.xxx,+62 xxxxxxxxxxx,768d404eda9ce608c59ed835a0929030f1301cb32d1a568f74136323632e716a,8,3275xxxxxxxxxxxx,43 - 46,Jakarta,Xx. Xxxxxx Xxxx Xx. nn,10120,657973366.0,3466919.0,1
43737,Ronald Watkins,xxxxxx.xxxxxxx@xxxxx.xxx,+62 xxxxxxxxxxx,2d2632af42e0d3a19b45de0e450e4344e1230ad25b70e127cfe253cc0cc50f54,11,3275xxxxxxxxxxxx,31 - 34,Semarang,Xx. Xxxxxxx Xxxx Xx. nn,50113,391853593.0,5812345.0,2
88188,Lisa Mendez,xxxx.xxxxxx@xxxxx.xxx,+62 xxxxxxxxxxx,d067416839e023ddfb9c85116444dca858a9fed5f4152f97018eca7fc37da878,13,3275xxxxxxxxxxxx,43 - 46,Semarang,Xx. Xxxxxxxxxx Xx. nn,50114,878395931.0,6703720.0,2
67110,Taylor Foley,xxxxxx.xxxxx@xxxxxxx.xxx,+62 xxxxxxxxxxx,9aa98af6f6a196c1b25d95d26c38af79efe6ef11365da85ea393cce66e505d0e,8,3275xxxxxxxxxxxx,39 - 42,Bandung,Xx. Xxxx Xxxxxx Xx. nn,40111,223341958.0,7622950.0,1
26660,Melissa Ashley,xxxxxxx.xxxxxx@xxxxx.xxx,+62 xxxxxxxxxxx,e4b53593db551c10872bfe41e849c24bfe7dac15bdca4c5fb3efc840795089ad,9,3275xxxxxxxxxxxx,35 - 38,Surabaya,Xx. Xxxxxx Xxxxxxxx Xx. nn,60112,699376019.0,6860046.0,0
33267,John Zavala,xxxx.xxxxxx@xxxxx.xxx,+62 xxxxxxxxxxx,82ab143f44b15d541ed40f55e15b8afcdf82aa93b05a8b57e1d70235f0d59c4c,8,3275xxxxxxxxxxxx,35 - 38,Semarang,Xx. Xxxxxxx Xx. nn,50114,289226431.0,9535262.0,0
17865,Janet Khan,xxxxx.xxxx@xxxxxxx.xxx,+62 xxxxxxxxxxx,aa02fa6c4dba92535cb665ea6bcc5a4220acc6fef93aa6a203b154d00735545e,13,3275xxxxxxxxxxxx,43 - 46,Bandung,Xx. Xxxx Xx. nn,40112,612675008.0,6625090.0,1
14312,Victoria Reyes,xxxxxxxx.xxxxx@xxxxxxx.xxx,+62 xxxxxxxxxxx,e2ce5c10edab064255e2c1348098ac4a94cc32c589016ad5f49fb4d143582b63,14,3275xxxxxxxxxxxx,35 - 38,Bandung,Xx. Xxxx Xx. nn,40114,986769035.0,3772635.0,1
68084,Roberto Lucas,xxxxxxx.xxxxx@xxxxx.xxx,+62 xxxxxxxxxxx,59f03708b505f9e1f4deb4cd38e71bbfa88007cb20be98256d41e77df80ae839,11,3275xxxxxxxxxxxx,35 - 38,Medan,Xx. Xxxxx Xxxx Xx. nn,20112,53061882.0,7269770.0,3
86770,Claudia Hampton,xxxxxxx.xxxxxxx@xxxxx.xxx,+62 xxxxxxxxxxx,15f0cfabca87cc79d062e8860b29e8e8fcfd7d6869ef4eeab21667ccc1c23a39,2,3275xxxxxxxxxxxx,31 - 34,Jakarta,Xx. Xxxxx Xxxxxxx Xx. nn,10130,561570543.0,3461516.0,3
57582,Gary Baker,xxxx.xxxxx@xxxxx.xxx,+62 xxxxxxxxxxx,8300efa266b324062976fe2c4eff6ab7b317b715baf1620ba7edf101019fdc24,8,3275xxxxxxxxxxxx,19 - 22,Bandung,Xx. Xxxx Xxxxxx Xx. nn,40114,761608703.0,8238839.0,3
53372,Jocelyn Garcia,xxxxxxx.xxxxxx@xxxxx.xxx,+62 xxxxxxxxxxx,4f96251365f39f5d8a7083f1a7d02f3ec78a8c7d730b0b1ad268c7c8164a9e6b,13,3275xxxxxxxxxxxx,27 - 30,Jakarta,Xx. Xxxxxx Xxxx Xx. nn,10140,318404342.0,7428516.0,3
15175,Jennifer Gardner,xxxxxxxx.xxxxxxx@xxxxxxx.xxx,+62 xxxxxxxxxxx,582df610128191a8f062d03b112d0fbe975fbcf2aca01cab426168dea5dc7023,8,3275xxxxxxxxxxxx,47 - 50,Semarang,Xx. Xxxxxxxxxx Xx. nn,50115,195876164.0,6074634.0,0
32279,Peter Henderson,xxxxx.xxxxxxxxx@xxxxxxx.xxx,+62 xxxxxxxxxxx,2005369356d6fa6fca393df391ae70f1fb125b6e860a99514210b07cf925bd67,11,3275xxxxxxxxxxxx,27 - 30,Jakarta,Xx. Xxxxxxxx Xx. nn,10130,780804576.0,6642492.0,3
78110,Carrie Thompson,xxxxxx.xxxxxxxx@xxxxx.xxx,+62 xxxxxxxxxxx,97ad0c4a2286d6adbdcc2942cd5e3e19d4df3a6920f2f53202bd1c812f7e7540,9,3275xxxxxxxxxxxx,51 - 54,Semarang,Xx. Xxxxx Xxxx Xx. nn,50113,775315912.0,4570068.0,0
73767,John Ramirez,xxxx.xxxxxxx@xxxxxxx.xxx,+62 xxxxxxxxxxx,046db301980b6da5cbef0eb1d44af0a5527f0249e1380aaf5a6c9afe5bd775df,14,3275xxxxxxxxxxxx,23 - 26,Jakarta,Xx. Xxxxxxxx Xx. nn,10140,460034032.0,3630111.0,3
96657,Kevin Shepherd,xxxxx.xxxxxxxx@xxxxxxx.xxx,+62 xxxxxxxxxxx,7726b7a6267547004f5f844ed2bc3c8cd8762d48f97a573da1762a93e6fc58e7,11,3275xxxxxxxxxxxx,35 - 38,Jakarta,Xx. Xxxxxxxx Xx. nn,10150,383927460.0,5719232.0,1
42630,Michael May,xxxxxxx.xxx@xxxxx.xxx,+62 xxxxxxxxxxx,6a8a561ee7d995fd040ce7bbe631d247ff3713e17c225dc9fbf7ec71366c60e4,9,3275xxxxxxxxxxxx,51 - 54,Semarang,Xx. Xxxxx Xxxx Xx. nn,50112,154562161.0,7036347.0,0
93391,Diane Owens,xxxxx.xxxxx@xxxxx.xxx,+62 xxxxxxxxxxx,9519787d806a68a7f17fe7aecd6cd6e1a3f32ed4e7085e54b1c4ff16e9cac702,14,3275xxxxxxxxxxxx,43 - 46,Semarang,Xx. Xxxxx Xxxx Xx. nn,50115,29777390.0,9782491.0,2
54409,Amber Espinoza,xxxxx.xxxxxxxx@xxxxxxx.xxx,+62 xxxxxxxxxxx,f090e4e1e87a85dc295e2a44f3015783b3ad17d61791cc510acffd6eeb1e87d0,11,3275xxxxxxxxxxxx,47 - 50,Medan,Xx. Xxxxx Xxxx Xx. nn,20112,906074755.0,6406325.0,1
27419,Lisa Bennett,xxxx.xxxxxxx@xxxxx.xxx,+62 xxxxxxxxxxx,2b01dda5c04fa27ecf8cfc1342f9415fdbcd6eda439b4d079556c138196a19d9,14,3275xxxxxxxxxxxx,27 - 30,Jakarta,Xx. Xxxxxxx Xx. nn,10120,49089192.0,7891456.0,3
