order_id,gmv,profit,quantity,category,sub_category,cost,total_gmv,total_cost,total_profit,order_date,customer_name,city,country,region,segment,ship_date,ship_mode,lon,lat
AZ-2013-6711717,211.0,35.0,8,Office Supplies,Art,129.0,1688.0,176.0,280.0,2013-06-12,Zoe Lowin,Albi,France,Central,Consumer,2013-06-19,Economy,2.1486413,43.9250853
AZ-2013-6711717,214.0,88.0,2,Furniture,Furnishings,126.0,428.0,126.0,176.0,2013-06-12,Zoe Lowin,Albi,France,Central,Consumer,2013-06-19,Economy,2.1486413,43.9250853
AZ-2014-8935301,2244.0,247.0,4,Office Supplies,Appliances,1997.0,8976.0,1997.0,988.0,2014-01-11,Maya Pamphlett,Asti,Italy,South,Consumer,2014-01-18,Economy,8.2064257,44.9007512
AZ-2013-1069052,136.0,29.0,2,Technology,Phones,107.0,272.0,107.0,58.0,2013-03-01,Katherine Grant,Auch,France,Central,Consumer,2013-03-07,Economy,0.586709,43.64638
AZ-2013-1069052,121.0,55.0,12,Office Supplies,Binders,66.0,1452.0,66.0,660.0,2013-03-01,Katherine Grant,Auch,France,Central,Consumer,2013-03-07,Economy,0.586709,43.64638
AZ-2013-1069052,59.0,24.0,2,Office Supplies,Supplies,35.0,118.0,35.0,48.0,2013-03-01,Katherine Grant,Auch,France,Central,Consumer,2013-03-07,Economy,0.586709,43.64638
AZ-2012-7160748,838.0,0.0,3,Office Supplies,Appliances,838.0,2514.0,838.0,0.0,2012-11-06,Imogen Symon,Bari,Italy,South,Consumer,2012-11-07,Priority,16.8718715,41.1171432
BN-2014-6598534,294.0,138.0,2,Technology,Copiers,156.0,588.0,156.0,276.0,2014-08-02,Lola Dale,Bari,Italy,South,Consumer,2014-08-08,Economy,16.8718715,41.1171432
AZ-2013-6652500,27.0,6.0,3,Office Supplies,Binders,21.0,81.0,21.0,18.0,2013-02-22,Paige Hopley,Bari,Italy,South,Consumer,2013-02-28,Economy,16.8718715,41.1171432
AZ-2013-8886888,89.0,31.0,3,Office Supplies,Art,58.0,267.0,58.0,93.0,2013-02-01,Koby Phillip,Bari,Italy,South,Consumer,2013-02-05,Economy Plus,16.8718715,41.1171432
AZ-2014-5012484,97.0,31.0,2,Office Supplies,Envelopes,66.0,194.0,66.0,62.0,2014-11-06,Ewan Walton,Bari,Italy,South,Consumer,2014-11-11,Economy,16.8718715,41.1171432
AZ-2012-7160748,376.0,30.0,7,Office Supplies,Art,346.0,2632.0,346.0,210.0,2012-11-06,Imogen Symon,Bari,Italy,South,Consumer,2012-11-07,Priority,16.8718715,41.1171432
AZ-2013-6652500,58.0,8.0,2,Office Supplies,Art,50.0,116.0,50.0,16.0,2013-02-22,Paige Hopley,Bari,Italy,South,Consumer,2013-02-28,Economy,16.8718715,41.1171432
AZ-2014-1891559,11.0,4.0,1,Office Supplies,Supplies,7.0,11.0,7.0,4.0,2014-09-01,Ralph Holmes,Bath,United Kingdom,North,Consumer,2014-09-03,Economy Plus,-2.3599039,51.375801
AZ-2014-1092001,2549.0,280.0,4,Technology,Phones,2269.0,10196.0,2269.0,1120.0,2014-10-13,Alannah Callaway,Bath,United Kingdom,North,Consumer,2014-10-20,Economy,-2.3599039,51.375801
AZ-2011-259939,17.0,0.0,1,Office Supplies,Paper,17.0,17.0,17.0,0.0,2011-09-16,Dennis Conaway,Bonn,Germany,Central,Consumer,2011-09-20,Economy,7.0982068,50.73743
AZ-2013-9510969,29.0,10.0,2,Office Supplies,Binders,19.0,58.0,19.0,20.0,2013-06-29,Charlotte Savage,Bonn,Germany,Central,Consumer,2013-07-03,Economy,7.0982068,50.73743
AZ-2011-3885003,44.0,8.0,2,Office Supplies,Art,36.0,88.0,36.0,16.0,2011-04-11,Logan Tilley,Bonn,Germany,Central,Consumer,2011-04-13,Economy Plus,7.0982068,50.73743
AZ-2013-4750547,514.0,195.0,13,Office Supplies,Envelopes,319.0,6682.0,319.0,2535.0,2013-08-28,Kyle Nash,Bonn,Germany,Central,Consumer,2013-09-02,Economy,7.0982068,50.73743
AZ-2013-4750547,54.0,4.0,1,Office Supplies,Art,50.0,54.0,50.0,4.0,2013-08-28,Kyle Nash,Bonn,Germany,Central,Consumer,2013-09-02,Economy,7.0982068,50.73743
AZ-2013-9510969,415.0,62.0,8,Office Supplies,Art,353.0,3320.0,353.0,496.0,2013-06-29,Charlotte Savage,Bonn,Germany,Central,Consumer,2013-07-03,Economy,7.0982068,50.73743
AZ-2011-3885003,306.0,9.0,2,Technology,Phones,297.0,612.0,297.0,18.0,2011-04-11,Logan Tilley,Bonn,Germany,Central,Consumer,2011-04-13,Economy Plus,7.0982068,50.73743
AZ-2014-5838029,441.0,103.0,8,Office Supplies,Storage,338.0,3528.0,338.0,824.0,2014-10-03,Archer Hort,Bonn,Germany,Central,Consumer,2014-10-08,Economy,7.0982068,50.73743
AZ-2011-259939,862.0,198.0,5,Technology,Machines,664.0,4310.0,664.0,990.0,2011-09-16,Dennis Conaway,Bonn,Germany,Central,Consumer,2011-09-20,Economy,7.0982068,50.73743
AZ-2014-5838029,772.0,185.0,4,Technology,Copiers,587.0,3088.0,587.0,740.0,2014-10-03,Archer Hort,Bonn,Germany,Central,Consumer,2014-10-08,Economy,7.0982068,50.73743
AZ-2011-3885003,257.0,74.0,5,Furniture,Furnishings,183.0,1285.0,183.0,370.0,2011-04-11,Logan Tilley,Bonn,Germany,Central,Consumer,2011-04-13,Economy Plus,7.0982068,50.73743
AZ-2011-3885003,64.0,25.0,9,Office Supplies,Labels,39.0,576.0,39.0,225.0,2011-04-11,Logan Tilley,Bonn,Germany,Central,Consumer,2011-04-13,Economy Plus,7.0982068,50.73743
AZ-2011-6222257,43.0,20.0,3,Office Supplies,Art,23.0,129.0,23.0,60.0,2011-03-14,Koby Phillip,Bonn,Germany,Central,Consumer,2011-03-16,Priority,7.0982068,50.73743
BN-2014-7867544,23.0,4.0,1,Office Supplies,Storage,19.0,23.0,19.0,4.0,2014-07-07,Ebony Northcott,Bonn,Germany,Central,Consumer,2014-07-11,Economy,7.0982068,50.73743
AZ-2011-259939,654.0,247.0,2,Furniture,Bookcases,407.0,1308.0,407.0,494.0,2011-09-16,Dennis Conaway,Bonn,Germany,Central,Consumer,2011-09-20,Economy,7.0982068,50.73743
AZ-2011-6222257,193.0,62.0,6,Office Supplies,Supplies,131.0,1158.0,131.0,372.0,2011-03-14,Koby Phillip,Bonn,Germany,Central,Consumer,2011-03-16,Priority,7.0982068,50.73743
AZ-2013-9510969,41.0,13.0,2,Office Supplies,Paper,28.0,82.0,28.0,26.0,2013-06-29,Charlotte Savage,Bonn,Germany,Central,Consumer,2013-07-03,Economy,7.0982068,50.73743
AZ-2011-259939,169.0,38.0,3,Office Supplies,Storage,131.0,507.0,131.0,114.0,2011-09-16,Dennis Conaway,Bonn,Germany,Central,Consumer,2011-09-20,Economy,7.0982068,50.73743
AZ-2013-6379416,179.0,69.0,1,Office Supplies,Storage,110.0,179.0,110.0,69.0,2013-09-07,Millie Franklin,Bonn,Germany,Central,Consumer,2013-09-14,Economy,7.0982068,50.73743
AZ-2013-9561229,150.0,5.0,1,Furniture,Chairs,145.0,150.0,145.0,5.0,2013-01-31,Leslie Wilson,Bonn,Germany,Central,Consumer,2013-02-06,Economy,7.0982068,50.73743
AZ-2011-3885003,785.0,86.0,3,Technology,Copiers,699.0,2355.0,699.0,258.0,2011-04-11,Logan Tilley,Bonn,Germany,Central,Consumer,2011-04-13,Economy Plus,7.0982068,50.73743
AZ-2013-8717132,229.0,51.0,3,Office Supplies,Appliances,178.0,687.0,178.0,153.0,2013-02-07,Zachary Warner,Bron,France,Central,Consumer,2013-02-13,Economy,4.911927,45.733316
AZ-2012-874954,78.0,5.0,7,Office Supplies,Fasteners,73.0,546.0,73.0,35.0,2012-08-23,Mackenzie Whitford,Bury,United Kingdom,North,Consumer,2012-08-27,Economy,-2.2966054,53.5933498
AZ-2013-9606437,16.0,1.0,1,Office Supplies,Art,15.0,16.0,15.0,1.0,2013-07-29,Randall Roberts,Caen,France,Central,Consumer,2013-07-29,Immediate,-0.370679,49.182863
AZ-2014-4217323,557.0,217.0,3,Office Supplies,Storage,340.0,1671.0,340.0,651.0,2014-12-31,Evie Morton,Caen,France,Central,Consumer,2015-01-02,Economy Plus,-0.370679,49.182863
BN-2012-4439076,245.0,22.0,5,Furniture,Furnishings,223.0,1225.0,223.0,110.0,2012-10-16,Alannah Callaway,Como,Italy,South,Consumer,2012-10-20,Economy,9.0851765,45.8080597
AZ-2014-2926551,25.0,11.0,3,Office Supplies,Fasteners,14.0,75.0,14.0,33.0,2014-06-24,Louie Knight,Elda,Spain,South,Consumer,2014-06-30,Economy,-0.7964597,38.4765073
AZ-2011-6048331,9.0,2.0,1,Office Supplies,Storage,7.0,9.0,7.0,2.0,2011-02-14,Kayleigh Farmer,Elda,Spain,South,Consumer,2011-02-19,Economy Plus,-0.7964597,38.4765073
AZ-2011-6048331,26.0,1.0,1,Office Supplies,Art,25.0,26.0,25.0,1.0,2011-02-14,Kayleigh Farmer,Elda,Spain,South,Consumer,2011-02-19,Economy Plus,-0.7964597,38.4765073
AZ-2013-2736729,32.0,8.0,5,Office Supplies,Binders,24.0,160.0,24.0,40.0,2013-09-23,Lilian Rodgers,Evry,France,Central,Consumer,2013-09-27,Economy,2.441782,48.629828
AZ-2013-2736729,306.0,20.0,2,Furniture,Bookcases,286.0,612.0,286.0,40.0,2013-09-23,Lilian Rodgers,Evry,France,Central,Consumer,2013-09-27,Economy,2.441782,48.629828
AZ-2012-7579239,831.0,108.0,5,Furniture,Chairs,723.0,4155.0,723.0,540.0,2012-11-22,Stacy Cummings,Genk,Belgium,Central,Consumer,2012-11-24,Priority,5.5021,50.96613
AZ-2012-7579239,30.0,1.0,2,Office Supplies,Paper,29.0,60.0,29.0,2.0,2012-11-22,Stacy Cummings,Genk,Belgium,Central,Consumer,2012-11-24,Priority,5.5021,50.96613
AZ-2012-7579239,160.0,80.0,3,Office Supplies,Storage,80.0,480.0,80.0,240.0,2012-11-22,Stacy Cummings,Genk,Belgium,Central,Consumer,2012-11-24,Priority,5.5021,50.96613
BN-2013-5190964,133.0,27.0,9,Office Supplies,Envelopes,76.0,1197.0,106.0,243.0,2013-08-24,Angus Gether,Gera,Germany,Central,Consumer,2013-08-29,Economy,12.0807203,50.8850706
BN-2013-5190964,122.0,39.0,10,Office Supplies,Art,47.0,1220.0,83.0,390.0,2013-08-24,Angus Gether,Gera,Germany,Central,Consumer,2013-08-29,Economy,12.0807203,50.8850706
BN-2013-9324340,226.0,61.0,5,Office Supplies,Envelopes,165.0,1130.0,165.0,305.0,2013-09-24,Gilbert Montgomery,Gera,Germany,Central,Consumer,2013-09-30,Economy,12.0807203,50.8850706
BN-2013-5190964,378.0,185.0,1,Technology,Copiers,193.0,378.0,193.0,185.0,2013-08-24,Angus Gether,Gera,Germany,Central,Consumer,2013-08-29,Economy,12.0807203,50.8850706
BN-2013-5190964,49.0,3.0,1,Office Supplies,Supplies,46.0,49.0,46.0,3.0,2013-08-24,Angus Gether,Gera,Germany,Central,Consumer,2013-08-29,Economy,12.0807203,50.8850706
AZ-2012-2938834,60.0,27.0,3,Office Supplies,Supplies,33.0,180.0,33.0,81.0,2012-08-12,Gail Thompson,Graz,Austria,Central,Consumer,2012-08-16,Economy Plus,15.439504,47.070714
AZ-2014-4135544,147.0,21.0,2,Technology,Phones,126.0,294.0,126.0,42.0,2014-10-09,Gracie Hicks,Graz,Austria,Central,Consumer,2014-10-13,Economy,15.439504,47.070714
AZ-2012-4857966,126.0,16.0,10,Office Supplies,Binders,110.0,1260.0,110.0,160.0,2012-11-07,Freddie Kaur,Graz,Austria,Central,Consumer,2012-11-11,Economy,15.439504,47.070714
AZ-2013-6551500,2900.0,928.0,7,Furniture,Bookcases,1972.0,20300.0,1972.0,6496.0,2013-11-27,Peter Daly,Graz,Austria,Central,Consumer,2013-11-29,Priority,15.439504,47.070714
AZ-2013-3816496,24.0,0.0,2,Office Supplies,Art,24.0,48.0,24.0,0.0,2013-02-18,Bethany Child,Hamm,Germany,Central,Consumer,2013-02-19,Immediate,7.8159816,51.6738583
AZ-2014-8612658,179.0,25.0,5,Office Supplies,Envelopes,154.0,895.0,154.0,125.0,2014-08-28,Ricky Cullen,Hamm,Germany,Central,Consumer,2014-09-02,Economy,7.8159816,51.6738583
AZ-2011-8743509,38.0,3.0,2,Office Supplies,Supplies,35.0,76.0,35.0,6.0,2011-03-29,Chelsea Bannister,Hamm,Germany,Central,Consumer,2011-03-30,Priority,7.8159816,51.6738583
AZ-2014-8612658,168.0,56.0,3,Office Supplies,Storage,112.0,504.0,112.0,168.0,2014-08-28,Ricky Cullen,Hamm,Germany,Central,Consumer,2014-09-02,Economy,7.8159816,51.6738583
AZ-2014-8612658,108.0,22.0,3,Technology,Accessories,86.0,324.0,86.0,66.0,2014-08-28,Ricky Cullen,Hamm,Germany,Central,Consumer,2014-09-02,Economy,7.8159816,51.6738583
AZ-2011-8743509,170.0,27.0,4,Furniture,Furnishings,143.0,680.0,143.0,108.0,2011-03-29,Chelsea Bannister,Hamm,Germany,Central,Consumer,2011-03-30,Priority,7.8159816,51.6738583
AZ-2014-2942129,221.0,75.0,4,Furniture,Furnishings,146.0,884.0,146.0,300.0,2014-11-25,Isabelle Grimstone,Hamm,Germany,Central,Consumer,2014-11-30,Economy,7.8159816,51.6738583
AZ-2014-8612658,30.0,11.0,5,Office Supplies,Binders,19.0,150.0,19.0,55.0,2014-08-28,Ricky Cullen,Hamm,Germany,Central,Consumer,2014-09-02,Economy,7.8159816,51.6738583
AZ-2011-8743509,639.0,45.0,1,Technology,Phones,594.0,639.0,594.0,45.0,2011-03-29,Chelsea Bannister,Hamm,Germany,Central,Consumer,2011-03-30,Priority,7.8159816,51.6738583
AZ-2014-2942129,368.0,74.0,2,Office Supplies,Storage,294.0,736.0,294.0,148.0,2014-11-25,Isabelle Grimstone,Hamm,Germany,Central,Consumer,2014-11-30,Economy,7.8159816,51.6738583
AZ-2014-2942129,370.0,170.0,7,Office Supplies,Binders,200.0,2590.0,200.0,1190.0,2014-11-25,Isabelle Grimstone,Hamm,Germany,Central,Consumer,2014-11-30,Economy,7.8159816,51.6738583
AZ-2013-4856261,8.0,1.0,2,Office Supplies,Binders,7.0,16.0,7.0,2.0,2013-08-10,Anthony Lawrence,Hamm,Germany,Central,Consumer,2013-08-14,Economy,7.8159816,51.6738583
AZ-2014-8612658,230.0,77.0,9,Office Supplies,Art,102.0,2070.0,153.0,693.0,2014-08-28,Ricky Cullen,Hamm,Germany,Central,Consumer,2014-09-02,Economy,7.8159816,51.6738583
AZ-2014-1914770,92.0,42.0,2,Office Supplies,Art,50.0,184.0,50.0,84.0,2014-11-06,Cooper Burn,Hove,United Kingdom,North,Consumer,2014-11-09,Priority,-0.168749,50.8279319
AZ-2013-9757987,573.0,138.0,3,Technology,Copiers,435.0,1719.0,435.0,414.0,2013-09-18,Florence Wark,Irun,Spain,South,Consumer,2013-09-22,Economy,-1.7888495,43.3381465
AZ-2013-9757987,19.0,9.0,1,Office Supplies,Fasteners,10.0,19.0,10.0,9.0,2013-09-18,Florence Wark,Irun,Spain,South,Consumer,2013-09-22,Economy,-1.7888495,43.3381465
AZ-2012-8617894,110.0,16.0,3,Office Supplies,Supplies,94.0,330.0,94.0,48.0,2012-05-18,Charlotte Savage,Irun,Spain,South,Consumer,2012-05-18,Immediate,-1.7888495,43.3381465
AZ-2012-8617894,207.0,77.0,4,Office Supplies,Art,130.0,828.0,130.0,308.0,2012-05-18,Charlotte Savage,Irun,Spain,South,Consumer,2012-05-18,Immediate,-1.7888495,43.3381465
AZ-2013-9757987,89.0,23.0,3,Office Supplies,Paper,66.0,267.0,66.0,69.0,2013-09-18,Florence Wark,Irun,Spain,South,Consumer,2013-09-22,Economy,-1.7888495,43.3381465
BN-2014-5571092,887.0,80.0,3,Technology,Copiers,807.0,2661.0,807.0,240.0,2014-07-30,Crystal Turner,Jena,Germany,Central,Consumer,2014-08-04,Economy,11.5892372,50.927054
AZ-2011-7007630,243.0,44.0,11,Office Supplies,Art,199.0,2673.0,199.0,484.0,2011-08-04,Eden Kern,Kiel,Germany,Central,Consumer,2011-08-09,Economy Plus,10.1227652,54.3232927
AZ-2014-2539403,194.0,74.0,4,Office Supplies,Paper,120.0,776.0,120.0,296.0,2014-11-20,Dennis Conaway,Kiel,Germany,Central,Consumer,2014-11-24,Economy,10.1227652,54.3232927
AZ-2014-2539403,381.0,80.0,5,Technology,Phones,301.0,1905.0,301.0,400.0,2014-11-20,Dennis Conaway,Kiel,Germany,Central,Consumer,2014-11-24,Economy,10.1227652,54.3232927
AZ-2014-378120,207.0,56.0,5,Office Supplies,Supplies,151.0,1035.0,151.0,280.0,2014-08-29,Edward Hodges,Kiel,Germany,Central,Consumer,2014-08-30,Priority,10.1227652,54.3232927
AZ-2013-4958112,249.0,70.0,5,Office Supplies,Binders,179.0,1245.0,179.0,350.0,2013-08-19,Ella Knopwood,Kiel,Germany,Central,Consumer,2013-08-23,Economy,10.1227652,54.3232927
AZ-2014-378120,34.0,1.0,2,Office Supplies,Binders,33.0,68.0,33.0,2.0,2014-08-29,Edward Hodges,Kiel,Germany,Central,Consumer,2014-08-30,Priority,10.1227652,54.3232927
AZ-2012-3019751,363.0,130.0,7,Furniture,Furnishings,233.0,2541.0,233.0,910.0,2012-01-16,Toby Clunie,Laon,France,Central,Consumer,2012-01-23,Economy,3.61989,49.564133
AZ-2012-3019751,18.0,2.0,3,Office Supplies,Binders,16.0,54.0,16.0,6.0,2012-01-16,Toby Clunie,Laon,France,Central,Consumer,2012-01-23,Economy,3.61989,49.564133
AZ-2012-2467107,120.0,51.0,1,Furniture,Chairs,69.0,120.0,69.0,51.0,2012-06-18,William Horton,Lens,France,Central,Consumer,2012-06-20,Economy Plus,2.83183,50.42893
AZ-2013-3240279,154.0,14.0,1,Furniture,Bookcases,140.0,154.0,140.0,14.0,2013-02-04,Leon Barnes,Lens,France,Central,Consumer,2013-02-08,Economy Plus,2.83183,50.42893
AZ-2012-2467107,43.0,22.0,4,Office Supplies,Labels,21.0,172.0,21.0,88.0,2012-06-18,William Horton,Lens,France,Central,Consumer,2012-06-20,Economy Plus,2.83183,50.42893
AZ-2013-156529,303.0,33.0,6,Office Supplies,Binders,270.0,1818.0,270.0,198.0,2013-11-30,Angelina Beeton,Linz,Austria,Central,Consumer,2013-12-04,Economy,14.28583,48.30694
AZ-2011-800016,1057.0,412.0,2,Office Supplies,Appliances,645.0,2114.0,645.0,824.0,2011-07-09,Denise Harris,Linz,Austria,Central,Consumer,2011-07-13,Economy,14.28583,48.30694
AZ-2013-156529,1829.0,567.0,9,Office Supplies,Storage,1262.0,16461.0,1262.0,5103.0,2013-11-30,Angelina Beeton,Linz,Austria,Central,Consumer,2013-12-04,Economy,14.28583,48.30694
AZ-2013-156529,215.0,52.0,5,Office Supplies,Supplies,163.0,1075.0,163.0,260.0,2013-11-30,Angelina Beeton,Linz,Austria,Central,Consumer,2013-12-04,Economy,14.28583,48.30694
AZ-2011-800016,103.0,30.0,2,Furniture,Furnishings,73.0,206.0,73.0,60.0,2011-07-09,Denise Harris,Linz,Austria,Central,Consumer,2011-07-13,Economy,14.28583,48.30694
AZ-2011-8898585,25.0,6.0,3,Office Supplies,Storage,19.0,75.0,19.0,18.0,2011-11-03,Isabelle Vaughan,Lyon,France,Central,Consumer,2011-11-07,Economy Plus,4.835659,45.764043
AZ-2013-7897530,65.0,17.0,2,Office Supplies,Paper,48.0,130.0,48.0,34.0,2013-01-04,Tara Hines,Lyon,France,Central,Consumer,2013-01-08,Economy,4.835659,45.764043
AZ-2013-5024035,62.0,20.0,1,Technology,Phones,42.0,62.0,42.0,20.0,2013-12-24,Elise Godfrey,Lyon,France,Central,Consumer,2013-12-29,Economy,4.835659,45.764043
AZ-2014-5829110,1517.0,575.0,10,Office Supplies,Storage,874.0,15170.0,942.0,5750.0,2014-06-03,Nancy Seay,Lyon,France,Central,Consumer,2014-06-09,Economy,4.835659,45.764043
AZ-2013-5024035,83.0,22.0,2,Office Supplies,Supplies,61.0,166.0,61.0,44.0,2013-12-24,Elise Godfrey,Lyon,France,Central,Consumer,2013-12-29,Economy,4.835659,45.764043
AZ-2013-6514734,147.0,31.0,5,Office Supplies,Binders,116.0,735.0,116.0,155.0,2013-05-30,Ashton Morey,Lyon,France,Central,Consumer,2013-06-05,Economy,4.835659,45.764043
AZ-2012-7800585,357.0,20.0,2,Furniture,Bookcases,337.0,714.0,337.0,40.0,2012-06-11,Charles Carey,Lyon,France,Central,Consumer,2012-06-15,Economy,4.835659,45.764043
AZ-2014-6975089,89.0,36.0,3,Office Supplies,Supplies,53.0,267.0,53.0,108.0,2014-04-10,Isabelle Torpy,Lyon,France,Central,Consumer,2014-04-14,Economy Plus,4.835659,45.764043
AZ-2014-1406790,118.0,25.0,4,Technology,Accessories,93.0,472.0,93.0,100.0,2014-05-29,David Mortlock,Lyon,France,Central,Consumer,2014-06-02,Economy,4.835659,45.764043
AZ-2013-4421845,202.0,22.0,4,Office Supplies,Binders,180.0,808.0,180.0,88.0,2013-08-08,Judy Rodriquez,Metz,France,Central,Consumer,2013-08-12,Economy,6.1757156,49.1193089
AZ-2014-8555156,28.0,4.0,1,Office Supplies,Paper,24.0,28.0,24.0,4.0,2014-11-10,Madison Chadwick,Nice,France,Central,Consumer,2014-11-15,Economy,7.2619532,43.7101728
AZ-2012-532125,272.0,71.0,10,Office Supplies,Binders,177.0,2720.0,201.0,710.0,2012-12-27,Henry Pedder,Nice,France,Central,Consumer,2012-12-30,Economy Plus,7.2619532,43.7101728
AZ-2012-532125,445.0,64.0,1,Office Supplies,Appliances,381.0,445.0,381.0,64.0,2012-12-27,Henry Pedder,Nice,France,Central,Consumer,2012-12-30,Economy Plus,7.2619532,43.7101728
AZ-2012-3239486,580.0,179.0,10,Technology,Accessories,401.0,5800.0,401.0,1790.0,2012-02-18,Georgina Garner,Nice,France,Central,Consumer,2012-02-22,Economy,7.2619532,43.7101728
AZ-2013-6085124,49.0,20.0,2,Office Supplies,Art,29.0,98.0,29.0,40.0,2013-12-05,Ebony Northcott,Nice,France,Central,Consumer,2013-12-09,Economy,7.2619532,43.7101728
AZ-2014-4979219,60.0,11.0,2,Office Supplies,Binders,49.0,120.0,49.0,22.0,2014-11-07,Lorri Stratton,Nice,France,Central,Consumer,2014-11-12,Economy,7.2619532,43.7101728
AZ-2012-3239486,406.0,117.0,3,Furniture,Bookcases,289.0,1218.0,289.0,351.0,2012-02-18,Georgina Garner,Nice,France,Central,Consumer,2012-02-22,Economy,7.2619532,43.7101728
AZ-2014-1568727,89.0,14.0,2,Office Supplies,Storage,75.0,178.0,75.0,28.0,2014-05-01,Lauren Hobbs,Nice,France,Central,Consumer,2014-05-03,Priority,7.2619532,43.7101728
AZ-2011-9431896,4449.0,1518.0,8,Technology,Phones,2931.0,35592.0,2931.0,12144.0,2011-11-05,Ashton Charles,Nice,France,Central,Consumer,2011-11-09,Economy Plus,7.2619532,43.7101728
AZ-2012-532125,245.0,30.0,2,Office Supplies,Storage,215.0,490.0,215.0,60.0,2012-12-27,Henry Pedder,Nice,France,Central,Consumer,2012-12-30,Economy Plus,7.2619532,43.7101728
AZ-2012-532125,101.0,48.0,5,Office Supplies,Envelopes,53.0,505.0,53.0,240.0,2012-12-27,Henry Pedder,Nice,France,Central,Consumer,2012-12-30,Economy Plus,7.2619532,43.7101728
AZ-2013-6085124,37.0,9.0,1,Technology,Machines,28.0,37.0,28.0,9.0,2013-12-05,Ebony Northcott,Nice,France,Central,Consumer,2013-12-09,Economy,7.2619532,43.7101728
AZ-2011-6835828,149.0,15.0,3,Office Supplies,Storage,134.0,447.0,134.0,45.0,2011-02-04,Summer Hayward,Nice,France,Central,Consumer,2011-02-08,Economy,7.2619532,43.7101728
AZ-2012-3239486,65.0,20.0,5,Office Supplies,Binders,45.0,325.0,45.0,100.0,2012-02-18,Georgina Garner,Nice,France,Central,Consumer,2012-02-22,Economy,7.2619532,43.7101728
AZ-2014-8555156,244.0,122.0,5,Furniture,Furnishings,122.0,1220.0,122.0,610.0,2014-11-10,Madison Chadwick,Nice,France,Central,Consumer,2014-11-15,Economy,7.2619532,43.7101728
AZ-2013-4462556,40.0,6.0,3,Office Supplies,Paper,34.0,120.0,34.0,18.0,2013-05-17,Alannah Callaway,Nice,France,Central,Consumer,2013-05-24,Economy,7.2619532,43.7101728
