customer.cust_id,customer.name,customer.email,customer.phone_numb,customer.account_number,customer.bank_id,customer.ktp,customer.dob,customer.city,customer.address,customer.postal_code,customer.total_transaction,customer.income
53778,Cheryl Wilcox,xxxxxx.xxxxxx@xxxxxxx.xxx,+62 xxxxxxxxxxx,3e6c0d93c2d138b5526572b4c532aa7a70f4e8c88ca69c054ca4035aa33c1f01,612,3275xxxxxxxxxxxx,1976-08-02,Bandung,Xx. Xxxxxxxxxx Xx. nn,68865,554154923.00,9623145.00
27364,Blake Hunter,xxxxx.xxxxxx@xxxxx.xxx,+62 xxxxxxxxxxx,ffe4d95d1b6405bacbd8d2787e33eb8cd74c0efe1e5f416935268952ee3db93d,551,3275xxxxxxxxxxxx,1985-04-10,Medan,Xx. Xxxxxxxxxx Xx. nn,51486,158467715.00,3404892.00
75877,Christopher Mendoza,xxxxxxxxxxx.xxxxxxx@xxxxx.xxx,+62 xxxxxxxxxxx,1af916b44788b0cd641e13771edc335bd87d67e3c130cc7e8c4b3b9b0bef0eca,113,3275xxxxxxxxxxxx,1976-08-13,Jakarta,Xx. Xxxxxxxxxx Xx. nn,70347,501860311.00,4278700.00
60513,Catherine Perry,xxxxxxxxx.xxxxx@xxxxx.xxx,+62 xxxxxxxxxxx,5c3a4474882ffe1aafb6c22c68cb6b7c1ad24a2e621d0b8479961daf71f3cf86,798,3275xxxxxxxxxxxx,2004-11-09,Medan,Xx. Xxxxxxxxxx Xx. nn,25329,214035022.00,9063078.00
14309,John Mercado,xxxx.xxxxxxx@xxxxx.xxx,+62 xxxxxxxxxxx,89e37eca5668133771a0473adbcba12297b9a46ef2165e5a6c776da4aeb93ceb,358,3275xxxxxxxxxxxx,1989-08-28,Medan,Xx. Xxxxxxxxxx Xx. nn,31221,853925673.00,8603523.00
98209,Jack Martinez,xxxx.xxxxxxxx@xxxxx.xxx,+62 xxxxxxxxxxx,ecddc6a12597bbd6b6db423c7ed456990746c6db342f18d2b18723fcc343d3a7,549,3275xxxxxxxxxxxx,2003-11-10,Medan,Xx. Xxxxxxxxxx Xx. nn,70937,92732108.00,5094105.00
61147,Tonya Nicholson,xxxxx.xxxxxxxxx@xxxxxxx.xxx,+62 xxxxxxxxxxx,7e6584aa9b754b42ab48204638b07c15e5ebf001652ff923b4731b04530f699a,512,3275xxxxxxxxxxxx,1992-12-03,Medan,Xx. Xxxxxxxxxx Xx. nn,19172,604991457.00,9119030.00
54573,Keith Robbins,xxxxx.xxxxxxx@xxxxx.xxx,+62 xxxxxxxxxxx,046e334c0bac08bcd4ffe5d6c050650b4fd30a6f092e26a3da34989dada83174,290,3275xxxxxxxxxxxx,1994-05-09,Semarang,Xx. Xxxxxxxxxx Xx. nn,16953,934840450.00,8440245.00
74310,Thomas Sanders,xxxxxx.xxxxxxx@xxxxxxx.xxx,+62 xxxxxxxxxxx,33e7da7bc19d636433fc206ebb346597df03c2d2f99c2bf87a68b2a57ffca596,568,3275xxxxxxxxxxxx,1970-07-05,Jakarta,Xx. Xxxxxxxxxx Xx. nn,68032,560290813.00,2705233.00
64195,Kelli Perez,xxxxx.xxxxx@xxxxx.xxx,+62 xxxxxxxxxxx,cfb5e5def7c45f875b3358e67ddda74850024acfa69bf3bf22dc3ee60903787d,254,3275xxxxxxxxxxxx,1995-08-19,Bandung,Xx. Xxxxxxxxxx Xx. nn,50293,571994365.00,8750757.00
71014,Kelly Lopez,xxxxx.xxxxx@xxxxx.xxx,+62 xxxxxxxxxxx,4da706237b9396c9a22e036ab1f80b82727f8529a57b26581e91ee55b134f999,422,3275xxxxxxxxxxxx,1986-04-30,Jakarta,Xx. Xxxxxxxxxx Xx. nn,22086,621415633.00,9608545.00
19384,Jimmy Raymond,xxxxx.xxxxxxx@xxxxx.xxx,+62 xxxxxxxxxxx,99e1abf067fc2502ed009bed0e7a4ab4c7fc695923caa7ede5fe8b2ead32a12d,998,3275xxxxxxxxxxxx,1986-12-26,Medan,Xx. Xxxxxxxxxx Xx. nn,96518,172039838.00,2694705.00
78382,Larry Tapia,xxxxx.xxxxx@xxxxxxx.xxx,+62 xxxxxxxxxxx,547535ceb966934b00223d050909768973c7603cb89723e43091e66d9b32b356,529,3275xxxxxxxxxxxx,2001-01-03,Surabaya,Xx. Xxxxxxxxxx Xx. nn,93012,168070198.00,9712517.00
56909,Carolyn Gonzalez,xxxxxxx.xxxxxxxx@xxxxx.xxx,+62 xxxxxxxxxxx,2ebeacc5fb76db8230c5c28a8bba6f6e23c48654b56ff71d2349d51b44e1b43b,976,3275xxxxxxxxxxxx,1987-01-20,Jakarta,Xx. Xxxxxxxxxx Xx. nn,89500,457935991.00,7903547.00
49451,Terry Evans,xxxxx.xxxxx@xxxxxxx.xxx,+62 xxxxxxxxxxx,db6d5efd61f58f14023671d5e8b944c8a71cffb5d14d9f2e0f11de355a145b46,927,3275xxxxxxxxxxxx,1975-08-06,Jakarta,Xx. Xxxxxxxxxx Xx. nn,16652,884389510.00,8069817.00
77605,Terry Scott,xxxxx.xxxxx@xxxxx.xxx,+62 xxxxxxxxxxx,5f04e6f31ea2cd43254e5352ff86305d8ba9c284dfa327b016c4b6dd4c9de827,878,3275xxxxxxxxxxxx,1976-12-29,Jakarta,Xx. Xxxxxxxxxx Xx. nn,89526,366953664.00,6028979.00
49774,Matthew Zavala,xxxxxxx.xxxxxx@xxxxx.xxx,+62 xxxxxxxxxxx,13a22773372723f3135761dbd09a03a32dee5411f46656f7830844cc95ccb2e5,308,3275xxxxxxxxxxxx,1974-08-02,Surabaya,Xx. Xxxxxxxxxx Xx. nn,62166,832091852.00,4218145.00
65727,Brian Greene,xxxxx.xxxxxx@xxxxxxx.xxx,+62 xxxxxxxxxxx,f229ac1ec40c6d753e942fb390c83000af18bba022a2b9766022f73c0eb3ec6f,301,3275xxxxxxxxxxxx,2001-10-14,Bandung,Xx. Xxxxxxxxxx Xx. nn,49796,237899692.00,9058983.00
78910,Randy Jones,xxxxx.xxxxx@xxxxx.xxx,+62 xxxxxxxxxxx,36c6f7ae41f1101e7766ff95d65e82262811a12f41d524c66a7c5a3f01ac181f,695,3275xxxxxxxxxxxx,1994-08-10,Surabaya,Xx. Xxxxxxxxxx Xx. nn,82225,589868795.00,5502939.00
11483,Phillip Dennis,xxxxxxx.xxxxxx@xxxxx.xxx,+62 xxxxxxxxxxx,27c41cd80510f6179a00b963ce65f58c34204a5db1f0381a6f2d484160cac6da,710,3275xxxxxxxxxxxx,1993-06-04,Jakarta,Xx. Xxxxxxxxxx Xx. nn,57401,828095588.00,4000054.00
12917,Ashley Logan,xxxxxx.xxxxx@xxxxxxx.xxx,+62 xxxxxxxxxxx,5e62fbc20d7fee4527e199b724a9129b4feaf34db10887582ad881a7358ce475,202,3275xxxxxxxxxxxx,1990-04-21,Surabaya,Xx. Xxxxxxxxxx Xx. nn,30045,476254326.00,5958958.00
12907,Robert Cook,xxxxxx.xxxx@xxxxx.xxx,+62 xxxxxxxxxxx,c7cb3c7d0d15bb26abadab2a933b278823eea6749365a36084f2ad3483f4ee0e,606,3275xxxxxxxxxxxx,1980-11-21,Medan,Xx. Xxxxxxxxxx Xx. n,73481,529940493.00,6782992.00
62135,Jody Perry,xxxx.xxxxx@xxxxxxx.xxx,+62 xxxxxxxxxxx,2e977db78a41cce14938a4a8f4b76d4808e317afac2d039ad0350a0a1ab05347,425,3275xxxxxxxxxxxx,1992-01-25,Jakarta,Xx. Xxxxxxxxxx Xx. nn,28728,760792474.00,4026789.00
54486,Laura Mcpherson,xxxxx.xxxxxxxxx@xxxxx.xxx,+62 xxxxxxxxxxx,7e260bd462d586953b0a6003c0e7aabc42ae9f4db3ce27f41a99f4eddc846d10,850,3275xxxxxxxxxxxx,1983-09-13,Medan,Xx. Xxxxxxxxxx Xx. nn,14184,586490045.00,6724873.00
58061,Alisha Collins,xxxxxx.xxxxxxx@xxxxx.xxx,+62 xxxxxxxxxxx,50b7af53cb7893d6e4b0fa5952988ef1d3e0a23f0711ef2b4f632922fd468460,242,3275xxxxxxxxxxxx,1975-07-26,Surabaya,Xx. Xxxxxxxxxx Xx. nn,96670,312172548.00,4514588.00
83515,Danielle Coffey,xxxxxxxx.xxxxxx@xxxxx.xxx,+62 xxxxxxxxxxx,ff2aeba5ae5066fd0f393595023d225284ff8aff10bb441bfcd4d210431b8b16,749,3275xxxxxxxxxxxx,1972-02-13,Jakarta,Xx. Xxxxxxxxxx Xx. nn,52251,357371919.00,3321938.00
96516,Carmen Cummings,xxxxxx.xxxxxxxx@xxxxx.xxx,+62 xxxxxxxxxxx,4310a8c6a8c4e87a2eab618cf13ebb92d9f13c09b6ee40c3199e59b535ccd193,474,3275xxxxxxxxxxxx,1994-04-25,Bandung,Xx. Xxxxxxxxxx Xx. nn,56408,965231711.00,4049182.00
46298,Nicole Williams,xxxxxx.xxxxxxxx@xxxxx.xxx,+62 xxxxxxxxxxx,79c22238912f76910de93d3811951df7a076aa96de24e6b3918d17b370f50bdb,615,3275xxxxxxxxxxxx,1982-09-11,Bandung,Xx. Xxxxxxxxxx Xx. n,37109,672266031.00,5355044.00
85600,Donna Green,xxxxx.xxxxx@xxxxxxx.xxx,+62 xxxxxxxxxxx,eb86f2ba2a5b8f47c0930a4950ecac68eec4b1cdd51021adb62209128eb06f2b,690,3275xxxxxxxxxxxx,1991-10-21,Semarang,Xx. Xxxxxxxxxx Xx. n,31774,245422443.00,3405162.00
84515,Kendra Kerr,xxxxxx.xxxx@xxxxx.xxx,+62 xxxxxxxxxxx,7d0034a04bb7698bc8784ceee410d56831035ad641d865f399c1b91f04779407,837,3275xxxxxxxxxxxx,2001-10-16,Surabaya,Xx. Xxxxxxxxxx Xx. nn,28500,689888452.00,6404399.00
76353,Ryan Durham,xxxx.xxxxxx@xxxxxxx.xxx,+62 xxxxxxxxxxx,1d5fe2580721a3fdf160b95f9191c343af8d57ee3f828b94bc82d605364aea8b,684,3275xxxxxxxxxxxx,1984-03-14,Semarang,Xx. Xxxxxxxxxx Xx. nn,12532,624018116.00,5895356.00
11179,Bryan Jackson,xxxxx.xxxxxxx@xxxxxxx.xxx,+62 xxxxxxxxxxx,d91350223e9c5faff32819597bff646d047b057692e5a2b1339f0f025014416b,640,3275xxxxxxxxxxxx,1998-03-28,Semarang,Xx. Xxxxxxxxxx Xx. nn,27552,351124494.00,2715424.00
94463,Anthony Paul,xxxxxxx.xxxx@xxxxx.xxx,+62 xxxxxxxxxxx,91ae7b1c1164c072d2252ce185c460a4a13d213184d4ad3e63a3e5c00730be11,684,3275xxxxxxxxxxxx,1975-03-05,Semarang,Xx. Xxxxxxxxxx Xx. nn,28144,235831331.00,6693996.00
29588,Gregory Sherman,xxxxxxx.xxxxxxx@xxxxxxx.xxx,+62 xxxxxxxxxxx,a844ad68f65e2bac43e70804dacbb0653b577e1a7edb63998dd5aaae823b0158,995,3275xxxxxxxxxxxx,1990-10-30,Medan,Xx. Xxxxxxxxxx Xx. nn,81648,563000693.00,7343927.00
51770,Kristen Crane,xxxxxxx.xxxxx@xxxxx.xxx,+62 xxxxxxxxxxx,6070fd3b1dd36782083b81c686e9ed455bf4856cf7223de46d7e57c586a744ee,142,3275xxxxxxxxxxxx,1974-05-24,Medan,Xx. Xxxxxxxxxx Xx. nn,57587,494838759.00,2597046.00
21867,Madison Curtis,xxxxxxx.xxxxxx@xxxxxxx.xxx,+62 xxxxxxxxxxx,2936fc078fb04e5948859baf4dc75432e838020ee36011711e3d194682625442,906,3275xxxxxxxxxxxx,1971-05-31,Bandung,Xx. Xxxxxxxxxx Xx. nn,31769,642595610.00,2987608.00
53725,Jerry Daniels,xxxxx.xxxxxxx@xxxxxxx.xxx,+62 xxxxxxxxxxx,624b570f0adae3ba5323be771ea58f08976d6527d3812130c7a2b68cb46dc039,843,3275xxxxxxxxxxxx,1997-10-12,Jakarta,Xx. Xxxxxxxxxx Xx. nn,97879,226931270.00,8601695.00
76513,Eduardo Rocha,xxxxxxx.xxxxx@xxxxx.xxx,+62 xxxxxxxxxxx,dd517a49dbcfa0f201996adc33d64d931ac949dc47a809baaa0e0c5a20f5d31b,433,3275xxxxxxxxxxxx,1976-03-01,Semarang,Xx. Xxxxxxxxxx Xx. nn,47146,196771436.00,3092586.00
14739,John Hernandez,xxxx.xxxxxxxxx@xxxxx.xxx,+62 xxxxxxxxxxx,e3c0d291fe351892e14153e315e0d88676460d1626ea7bfbaa44e0102deb1a1f,842,3275xxxxxxxxxxxx,1976-03-19,Medan,Xx. Xxxxxxxxxx Xx. nn,81111,301202966.00,3270769.00
35654,Mr. William Glover,xx..xxxxxxx.xxxxxx@xxxxxxx.xxx,+62 xxxxxxxxxxx,4dceb254d4de72fba6baf27874f556ad15a426ddaa85f461d0c6c07821bc8fe6,230,3275xxxxxxxxxxxx,1982-06-30,Jakarta,Xx. Xxxxxxxxxx Xx. nn,70895,777757960.00,5051055.00
39677,Ryan Le,xxxx.xx@xxxxx.xxx,+62 xxxxxxxxxxx,e68954ea34d92783c324fd25b43834bc38ad1337e20b11cc671722153fb4d91e,970,3275xxxxxxxxxxxx,1997-08-27,Medan,Xx. Xxxxxxxxxx Xx. nn,67656,749251673.00,4677205.00
93602,Matthew Gonzalez,xxxxxxx.xxxxxxxx@xxxxxxx.xxx,+62 xxxxxxxxxxx,76755ae539bc9c47d51663bc5d4dd8ed690785d4e67224330261ae7d12bfa685,634,3275xxxxxxxxxxxx,1970-08-27,Surabaya,Xx. Xxxxxxxxxx Xx. nn,93007,802906480.00,5822468.00
72791,Samantha Perez,xxxxxxxx.xxxxx@xxxxx.xxx,+62 xxxxxxxxxxx,a6c2946b3c2ecef9fed6c6eff8593ec7d33b0ccea100b45136a12eec00cf7373,767,3275xxxxxxxxxxxx,1998-04-29,Jakarta,Xx. Xxxxxxxxxx Xx. nn,43809,394534041.00,5865522.00
36364,Heather Reed,xxxxxxx.xxxx@xxxxxxx.xxx,+62 xxxxxxxxxxx,85bd33f0287cf684b4171c1e24768aae96adb9637e16ab20aec9aa2ef337aed0,577,3275xxxxxxxxxxxx,1992-09-12,Medan,Xx. Xxxxxxxxxx Xx. nn,24123,722043268.00,7742809.00
48008,Brian Pope,xxxxx.xxxx@xxxxxxx.xxx,+62 xxxxxxxxxxx,73cd1e7cf557c08b124dd8930938dea476a79f0de2eae055631cb9fef70fe7c5,575,3275xxxxxxxxxxxx,2001-12-03,Medan,Xx. Xxxxxxxxxx Xx. nn,53245,706208863.00,2070257.00
47908,Tracie Gonzales,xxxxxx.xxxxxxxx@xxxxx.xxx,+62 xxxxxxxxxxx,22d91efe4e18e0e7c92355aad1aae3f1eec737a2bc5616c92edf175656e9cffe,762,3275xxxxxxxxxxxx,1989-12-31,Semarang,Xx. Xxxxxxxxxx Xx. nn,79939,111801994.00,6931770.00
22744,Jeffrey Myers,xxxxxxx.xxxxx@xxxxxxx.xxx,+62 xxxxxxxxxxx,0daf817cbdd46560a3a24fc8246bf102387542b56c586302159b74762f07fd1f,719,3275xxxxxxxxxxxx,1978-09-11,Bandung,Xx. Xxxxxxxxxx Xx. nn,17851,835255848.00,2296562.00
57629,Samuel Bell,xxxxxx.xxxx@xxxxx.xxx,+62 xxxxxxxxxxx,399de3b4037dc9f2de1ba09a7ca22fcd8fa4773bcd589f0416162fb269d5771b,121,3275xxxxxxxxxxxx,2005-05-08,Medan,Xx. Xxxxxxxxxx Xx. nn,88069,631221514.00,9204334.00
12812,Michael Young,xxxxxxx.xxxxx@xxxxx.xxx,+62 xxxxxxxxxxx,7ca414d836783137570faf73d8df398e1a38a9dd9af2507feca99e36289a37f7,657,3275xxxxxxxxxxxx,2000-08-02,Semarang,Xx. Xxxxxxxxxx Xx. nn,88001,754945639.00,5743261.00
22701,Sarah Gonzalez,xxxxx.xxxxxxxx@xxxxx.xxx,+62 xxxxxxxxxxx,9242771963816c1d0405fab81f5b5b9ef39a6c574434275c2ba22621c61eabea,779,3275xxxxxxxxxxxx,1974-04-18,Surabaya,Xx. Xxxxxxxxxx Xx. nn,41984,56807214.00,5687268.00
40565,Stephanie Henry,xxxxxxxxx.xxxxx@xxxxxxx.xxx,+62 xxxxxxxxxxx,a28c7bc5d7e1a54695d94c6952b9a98ab2a6453d92a83f57ec751ce4297c1ed1,299,3275xxxxxxxxxxxx,1986-11-13,Medan,Xx. Xxxxxxxxxx Xx. nn,79336,157421342.00,9623948.00
26536,Jennifer Nelson,xxxxxxxx.xxxxxx@xxxxxxx.xxx,+62 xxxxxxxxxxx,afdf2ad898a01f761ffd53d9036fff80e9b4a84d0fcb275133fc79bded7d6a92,870,3275xxxxxxxxxxxx,1997-11-02,Bandung,Xx. Xxxxxxxxxx Xx. n,11039,485568558.00,3200637.00
70865,Benjamin Watson,xxxxxxxx.xxxxxx@xxxxxxx.xxx,+62 xxxxxxxxxxx,8e5f2ee9101949d3ebe58951c6f5ee1a366af85971a8ce2b3548814dd3beedec,640,3275xxxxxxxxxxxx,1976-08-05,Bandung,Xx. Xxxxxxxxxx Xx. nn,63117,9370820.00,2827776.00
10466,Edward Gray,xxxxxx.xxxx@xxxxx.xxx,+62 xxxxxxxxxxx,f42971e7c64878298d1a871407c8d0c146897a9b21aeedc4995287d4d90de463,360,3275xxxxxxxxxxxx,1980-10-02,Bandung,Xx. Xxxxxxxxxx Xx. nn,54706,218098144.00,9321011.00
58772,David Jimenez,xxxxx.xxxxxxx@xxxxx.xxx,+62 xxxxxxxxxxx,d2f740b2376935996a7d0209bad9bccb71ae295951092081a9eb569be9430fd2,250,3275xxxxxxxxxxxx,1993-06-24,Jakarta,Xx. Xxxxxxxxxx Xx. nn,99788,60053296.00,6171681.00
41508,Mr. Jake Blankenship,xx..xxxx.xxxxxxxxxxx@xxxxx.xxx,+62 xxxxxxxxxxx,ed90090917b4e6fde39cfa2574d28fcf469eadda788623998b22b6435ccca457,787,3275xxxxxxxxxxxx,1992-01-01,Medan,Xx. Xxxxxxxxxx Xx. nn,92511,760693678.00,5894832.00
46050,Gabriella Sutton,xxxxxxxxx.xxxxxx@xxxxx.xxx,+62 xxxxxxxxxxx,0b416070c1b8bfbdb1fd4e20ae9fb000eecbbd6d8f693209d28b68e6709ef387,711,3275xxxxxxxxxxxx,1986-02-09,Medan,Xx. Xxxxxxxxxx Xx. nnn,80809,505172052.00,8074920.00
30665,Robert Arroyo,xxxxxx.xxxxxx@xxxxx.xxx,+62 xxxxxxxxxxx,9ad1c83ff78576856f23d50333e6a31887ce3f67d5e896562d8a96cbff9b74b5,575,3275xxxxxxxxxxxx,1999-09-23,Bandung,Xx. Xxxxxxxxxx Xx. nn,30452,886123519.00,2340707.00
53081,Michelle Hebert,xxxxxxxx.xxxxxx@xxxxx.xxx,+62 xxxxxxxxxxx,8643701b4ab064b49ef7d506b7893744e8b3f9c4c771a575ef390e9f3c95783d,413,3275xxxxxxxxxxxx,2004-10-03,Surabaya,Xx. Xxxxxxxxxx Xx. nn,30002,955217715.00,7019301.00
58579,Edward Hall,xxxxxx.xxxx@xxxxx.xxx,+62 xxxxxxxxxxx,1bf73699549f8ca85e1439269d740f0733140650aa17d9d9af27dfe21211e14f,984,3275xxxxxxxxxxxx,1992-06-28,Surabaya,Xx. Xxxxxxxxxx Xx. nn,87216,55751267.00,8527112.00
16909,John Haynes,xxxx.xxxxxx@xxxxxxx.xxx,+62 xxxxxxxxxxx,6809c6f39a82c7f4d8b20e73ee26e1a49b13bd508dbe58b87058c7d27744d089,237,3275xxxxxxxxxxxx,1976-03-29,Surabaya,Xx. Xxxxxxxxxx Xx. nn,38671,212253513.00,9603314.00
69846,Kevin Huff,xxxxx.xxxx@xxxxx.xxx,+62 xxxxxxxxxxx,8ba46715382e40079c539006a1755eeff333e714b7ccbe7de78201fbba478022,474,3275xxxxxxxxxxxx,1984-10-28,Bandung,Xx. Xxxxxxxxxx Xx. nn,39464,965243227.00,3553337.00
89551,Nicholas Patterson,xxxxxxxx.xxxxxxxxx@xxxxx.xxx,+62 xxxxxxxxxxx,989bfefde3f9803a1bbe5fe55d6c960a38383bc44c062708531c532b0a1b537c,657,3275xxxxxxxxxxxx,1974-06-02,Semarang,Xx. Xxxxxxxxxx Xx. nn,61399,824282846.00,8036192.00
29067,Keith Kim II,xxxxx.xxx.xx@xxxxxxx.xxx,+62 xxxxxxxxxxx,eb7663a3ef0a7bb8c5b450692ebc46c9a5bcfbca19baecbaca0efac301123532,211,3275xxxxxxxxxxxx,1987-11-29,Medan,Xx. Xxxxxxxxxx Xx. nn,52107,11394549.00,6587914.00
83634,Mary Bailey,xxxx.xxxxxx@xxxxxxx.xxx,+62 xxxxxxxxxxx,22624d292882a63093dd5ccf679ede137a7c9c63cbd906f01b59991bfa800269,290,3275xxxxxxxxxxxx,2000-11-11,Semarang,Xx. Xxxxxxxxxx Xx. nn,59835,361431505.00,6545110.00
85960,Stephanie Johnson,xxxxxxxxx.xxxxxxx@xxxxxxx.xxx,+62 xxxxxxxxxxx,ed7a205ffbccca770bdb73fa7fe0246d1ba90e5b98eb13203e4f730880b274c8,883,3275xxxxxxxxxxxx,2004-08-22,Semarang,Xx. Xxxxxxxxxx Xx. nn,58728,978910894.00,2611107.00
24707,Tyler Sanders Jr.,xxxxx.xxxxxxx.xx.@xxxxxxx.xxx,+62 xxxxxxxxxxx,6d4f75d607079e2454b66ba1d1590dd8a9afbc003c940f974aba1301201a6a24,248,3275xxxxxxxxxxxx,1988-05-24,Medan,Xx. Xxxxxxxxxx Xx. nn,39155,908067495.00,2535805.00
58366,Alexandra Sullivan,xxxxxxxxx.xxxxxxxx@xxxxxxx.xxx,+62 xxxxxxxxxxx,c7a13a8b9bf09e8a8714b4ef17c98216e0ce3f6390a0adfffb91b311d75941b9,175,3275xxxxxxxxxxxx,1982-10-09,Jakarta,Xx. Xxxxxxxxxx Xx. nn,53319,443580675.00,6337233.00
20089,Katie Perry,xxxxx.xxxxx@xxxxx.xxx,+62 xxxxxxxxxxx,a233d2071618b61e2e853985fcf7580eb6c36c21fc54ec7da6503a6c6cba354f,740,3275xxxxxxxxxxxx,1987-11-16,Jakarta,Xx. Xxxxxxxxxx Xx. nn,16119,762624656.00,8811901.00
95594,Lauren King,xxxxxx.xxxx@xxxxxxx.xxx,+62 xxxxxxxxxxx,f40ab3bd14c54550211bfa6de05f79b456dc13db10ba0754f8c7834ee5ce1d6b,103,3275xxxxxxxxxxxx,1999-09-26,Medan,Xx. Xxxxxxxxxx Xx. n,74304,689981117.00,6431119.00
