cust_id,name,bank_id,dob,city,total_transaction,income,cluster
97859,Robert Jackson,2,9,2,762141412.0,8473826.0,1
57779,James Rose,3,4,4,16030838.0,5892535.0,0
34060,Sandra Douglas,1,1,3,498060797.0,2391173.0,3
66991,Scott Meyer,7,4,5,466070532.0,9230223.0,2
84760,Karen Zimmerman,6,7,4,87764746.0,6579221.0,2
73959,Christopher Pratt,5,5,1,879712037.0,7940628.0,1
92078,Amanda Cox,2,2,3,19344788.0,2606205.0,3
19188,Rachael Davis,1,4,1,972919645.0,9425769.0,3
85024,Peter Ayala,3,8,2,156579210.0,6822567.0,1
37817,Christine Vang,2,7,3,824054089.0,7026073.0,0
29454,Elizabeth Combs,5,4,5,755083799.0,2523841.0,2
50911,Robin Pham,2,9,5,579902648.0,3379120.0,0
99507,Jeremiah Davenport,1,8,3,702423008.0,7476546.0,0
65891,Cheryl Johnson,6,2,1,436155672.0,6490314.0,3
89536,Juan Pierce,3,7,3,620306362.0,5463462.0,1
79278,Brenda Mitchell,4,4,1,72523316.0,5723417.0,3
60274,Alexander Patel,1,9,1,537422582.0,8802448.0,1
24079,Curtis Lawson,6,2,5,384946220.0,6563902.0,2
76866,Christopher Pena,3,3,1,862998579.0,6576755.0,3
22331,Kenneth Bruce,6,4,5,432566516.0,4340320.0,2
30945,Sara Dodson,1,4,3,471783874.0,4251524.0,0
74998,Nathaniel Perez,7,8,5,222137151.0,9411082.0,2
64818,Linda Brown,6,4,3,42950890.0,6077264.0,2
37712,Kelly Hopkins,7,8,5,603538996.0,3793535.0,2
13768,Alyssa Smith,4,9,5,755744257.0,4504386.0,0
49736,Bruce Williams,7,7,3,274019261.0,2406039.0,2
48081,Tommy Washington PhD,3,9,1,289294394.0,2658073.0,1
96101,Nathan Kelley,7,5,1,216408915.0,8833601.0,1
99587,Brenda Johnson,2,2,2,613687026.0,9221551.0,3
93976,Garrett Massey,4,8,4,65601719.0,4084247.0,0
13088,Samantha Keller,3,9,1,282983846.0,7557149.0,1
65155,Claire Gross,3,3,3,491583373.0,2801920.0,3
97658,Sarah Alvarez,1,9,5,775198915.0,7861854.0,0
57368,Mary Floyd,2,3,1,174727171.0,3768243.0,3
68893,Wayne Quinn,7,1,1,981379008.0,2219687.0,3
83245,Vickie Gomez,3,6,3,181252083.0,2154206.0,0
10607,James Mathis,4,1,5,659984092.0,2469041.0,2
80428,Chad Williams,4,8,5,396897752.0,8199631.0,0
27125,Shannon Lee,1,5,1,892996776.0,7820826.0,3
96277,Sheila Cook,2,9,3,31777092.0,4586213.0,0
60894,Brenda Flores,4,4,3,380117907.0,5565260.0,3
50596,Tyler Carter,5,4,5,777763207.0,6576470.0,2
42064,Anne Church,6,9,5,980743671.0,4906414.0,2
99344,Joshua Hicks,4,8,1,808447222.0,8163587.0,1
57995,Andrew Hill,7,9,5,433473212.0,7967283.0,2
31729,Daniel White,5,9,1,848602413.0,5482895.0,1
41528,Cathy Taylor,2,6,5,776113927.0,4844319.0,0
96380,Alexandria Garcia,1,1,1,345756560.0,4124924.0,3
58507,Vanessa Wheeler,4,6,2,114115318.0,6588274.0,1
17774,Stephen Kelly,1,6,2,20010996.0,8375824.0,3
87468,Michele Ortega,5,4,4,797067604.0,4753621.0,2
38847,Cristian Salazar,4,8,5,874413645.0,3183683.0,0
52219,Ryan Reid,1,4,1,29674659.0,3101982.0,3
42082,Julie Ray,2,5,4,896270731.0,2075016.0,0
55681,David Stone,3,8,4,538117355.0,2354047.0,0
84872,Emily Vincent,5,1,2,454491921.0,2385332.0,3
91240,Jennifer White,3,4,1,14159502.0,9321179.0,3
62421,Chris Caldwell,4,7,2,792899515.0,6895566.0,1
44476,Kevin Hill,4,9,1,45832155.0,3958579.0,1
52123,Theresa Sharp,1,6,1,864934225.0,2162550.0,1
68751,Victoria Fields,2,2,1,419088029.0,6215325.0,3
92356,Douglas Clark,4,5,4,268509977.0,6445036.0,2
11284,Daniel Morales,7,7,4,626180755.0,5871306.0,2
12774,Stephanie Foster,6,9,3,760130953.0,8065971.0,1
38977,Scott Mills,4,5,5,969046346.0,4609836.0,0
37216,Dean Moore,6,7,4,683963776.0,3730701.0,2
30346,Theresa Beltran,2,3,2,438603227.0,5723845.0,3
96710,Joseph Maxwell,4,4,4,617039411.0,4383753.0,2
45941,Michael Anderson,4,9,4,442067239.0,2509519.0,0
94492,John Jenkins,7,2,4,549309702.0,5939964.0,2
61579,Todd Smith,3,7,5,101977961.0,2275879.0,0
60523,Joshua Hogan,5,3,4,552672159.0,6509540.0,2
82730,Sydney Turner,1,1,2,498641034.0,3306408.0,3
59749,Michael Perez,3,5,2,209733802.0,8875026.0,3
63486,Michael Larson,4,8,1,782876098.0,5526564.0,1
74628,Katrina Hunter,4,6,1,444130466.0,8557178.0,1
11760,Anthony Martin,5,4,1,824474232.0,2098775.0,3
46385,Donna Fisher,2,4,4,865050911.0,7717205.0,0
90285,Peter Jensen,1,9,5,368954288.0,4134342.0,0
22305,Stephanie Bullock,7,4,5,265010046.0,9894968.0,2
43138,Audrey Hudson,5,7,3,361206190.0,8732336.0,1
92944,Raymond Henry,4,2,1,274010144.0,8700780.0,3
52546,Matthew Smith,2,9,1,207406555.0,4986854.0,1
93290,Devin Moore,5,9,4,215657671.0,4782152.0,2
24701,Kelly Vasquez,3,1,3,699555613.0,3324370.0,3
62333,Cheryl Perry,5,4,3,17770581.0,8342818.0,2
28929,Cathy Banks,6,7,4,109270118.0,3689622.0,2
52072,James Kelley,7,1,5,471737524.0,4888963.0,2
79827,Joshua Harris,3,4,5,894190200.0,8549262.0,0
29610,Jennifer Davis,1,7,1,450876218.0,9624119.0,1
28365,Laura Ramirez,1,4,1,492181281.0,5678543.0,3
97421,Justin Hernandez,3,3,1,551616182.0,4147272.0,3
25605,Jacob Walters,1,6,4,271074573.0,5355426.0,0
61656,James Brown,2,2,2,39496659.0,9599957.0,3
14882,Christine Lee,6,1,2,733110872.0,8459448.0,3
82947,Robert Suarez,6,1,2,277364987.0,7053807.0,3
86381,Marcus Murray,1,5,4,54745356.0,3395195.0,0
73997,Samantha Jackson,7,8,5,356775361.0,7410114.0,2
18848,Amy Franco,2,2,2,436392159.0,4635094.0,3
32029,Destiny Huynh,7,9,2,928383395.0,2796645.0,1
17455,Eddie Rogers,7,9,2,474029966.0,5289745.0,1
76444,Christopher Lee,5,7,4,603954128.0,9933478.0,2
85050,Thomas Bartlett,5,5,2,492662284.0,4578761.0,1
69622,Christopher Castro,1,3,4,597786887.0,4132336.0,0
97094,Anthony Woods,7,4,2,669852218.0,8649801.0,2
25325,Latoya Sherman,3,5,3,684989305.0,9659899.0,0
63318,Richard Hines,7,1,3,214641824.0,3343995.0,2
71329,Howard Freeman,7,3,1,97915546.0,5210779.0,3
99826,Melissa Johnson,1,7,2,739551569.0,3023433.0,1
50685,David Krueger,4,3,4,60551668.0,6978260.0,2
10402,Thomas Ortiz,1,5,2,465851934.0,6082881.0,3
38692,Courtney Young,7,7,5,37304537.0,3732630.0,2
52349,Danielle Miller,5,3,3,303949906.0,4230039.0,2
47942,Keith Martinez,4,7,4,336917945.0,5858362.0,0
57600,Ms. Susan Miller,5,6,5,926323334.0,2335803.0,2
95111,Jason Gordon,5,4,3,99283001.0,3713069.0,2
22225,Cody Griffin,5,7,1,92628526.0,7479997.0,1
41747,Kelly Klein,5,2,3,412379074.0,3674291.0,3
16531,Daniel Kramer,6,6,4,579750711.0,5974072.0,2
74335,Daniel Huber,1,7,5,893236912.0,8939385.0,0
60396,Sara Wise,1,2,3,817924410.0,5354191.0,3
76186,William Anderson,4,8,3,903746209.0,7353794.0,1
99693,Frederick Allen,6,3,1,937723487.0,2518539.0,3
44624,Jennifer Chan,4,8,2,869105082.0,2932175.0,1
27255,Mary Smith,1,6,1,383059956.0,3245688.0,1
17435,Laurie Liu,6,7,5,257484617.0,4560333.0,2
29847,Michael Hinton,5,4,2,423106751.0,7714718.0,3
54496,Joshua Shaw,4,3,1,191456826.0,3845038.0,3
94391,Tyler Miller,7,3,4,399266500.0,8290078.0,2
26986,Amber Harris,6,3,2,625064009.0,9104590.0,3
66945,Sarah Lee,2,6,3,572256569.0,6873356.0,0
50894,Craig Brown,5,2,2,971234111.0,8081799.0,3
37943,Jacob Moore,3,6,4,225235401.0,8933936.0,0
50933,Carlos Rosario,4,1,4,531457784.0,8609023.0,2
36542,Jasmine Ramirez,6,5,3,108451310.0,5534750.0,2
55712,Timothy Smith,4,1,2,126267707.0,9590995.0,3
36886,James Smith,6,6,1,129886959.0,6338744.0,1
55860,Isaac Daniels,6,7,4,328631624.0,6951281.0,2
55136,Bonnie Cox,6,7,2,99858725.0,4693318.0,1
57351,Krista Jensen,7,1,3,47065843.0,2426097.0,2
55899,Lisa Villa,4,8,2,678264260.0,5497845.0,1
62311,Kathleen Benson,6,6,1,772912772.0,5137043.0,1
49918,Jeffrey Garcia,5,5,3,752350632.0,4516867.0,2
48479,Jacob Wood,3,1,2,647191323.0,8171514.0,3
59508,Amber Townsend,6,9,1,981104145.0,2689806.0,1
17539,Jesus Sanford,5,2,5,442890429.0,4876290.0,2
39110,Kimberly Perry,7,4,1,69286501.0,5564901.0,1
16002,Cindy Hamilton,7,2,5,733621176.0,6022743.0,2
27252,Alexandria Smith,4,5,5,594714614.0,2545946.0,0
65656,Charles Mccall,7,2,2,432439952.0,9916660.0,3
61350,Amy Davis,7,5,3,657889300.0,5113623.0,2
25122,Jeremy Padilla,6,2,4,360996940.0,2463123.0,2
57034,Kimberly Davis,7,2,4,157593684.0,5911046.0,2
10511,Kenneth Reid,7,9,2,288864969.0,8449856.0,1
76844,David Jimenez,2,2,2,175362995.0,5895207.0,3
40230,Kimberly Smith,2,3,2,586172699.0,9575877.0,3
13152,Tiffany Farmer,4,6,5,111482826.0,4691020.0,0
99252,Cristina Jensen,4,7,1,340292684.0,5149066.0,1
56892,Jason Flores,7,8,4,690950262.0,8861493.0,2
94621,Edward Wilson,7,1,5,165546644.0,7569623.0,2
11529,Melinda Reed,2,8,4,908494605.0,6267850.0,0
66640,Courtney Carlson,3,9,3,501018016.0,5839920.0,1
74469,Kyle Cline,3,5,5,236127378.0,8398297.0,0
12615,James Henderson,5,4,4,137415799.0,2317887.0,2
41932,Lisa Melendez,4,5,1,411554904.0,3918846.0,1
86062,Charles Sanders,7,5,2,587290449.0,9602080.0,1
90205,Caroline Wilson,6,7,5,589456618.0,7670125.0,2
55571,Andrew Bray,3,6,5,993677859.0,9916913.0,0
10554,Emily Lewis,7,2,3,98081438.0,5033162.0,2
10809,Jerry Turner MD,3,4,1,631538850.0,4069773.0,3
12375,Jason Smith,5,3,3,755420285.0,4440880.0,2
21393,William Taylor,2,9,5,952757394.0,6661053.0,0
38148,William Poole,2,3,5,600922636.0,4491043.0,0
11832,Chad Sullivan,3,7,2,384149646.0,7127864.0,1
91272,Cheryl Haas,5,7,1,210030571.0,2596103.0,1
86702,Jonathan Davis,2,4,2,862948895.0,2702140.0,3
30049,Caitlin Peterson,3,2,1,431023918.0,2626026.0,3
82440,Patricia Stevens,2,5,4,265027766.0,9066765.0,0
25750,Ms. Monica Fields,7,3,5,669599138.0,8806860.0,2
26341,Angela Maldonado,4,4,4,787362089.0,5842929.0,2
38118,Debra Robinson,6,7,4,861763812.0,8902983.0,2
66167,Janet Kirk,2,8,2,151610905.0,6282992.0,1
38168,Emily Brown,1,7,3,433102901.0,6085791.0,0
56818,Alejandra Vaughan,3,5,3,852659894.0,8881142.0,0
15045,Kyle Gomez,7,6,2,561239023.0,8386083.0,1
42243,Mrs. Natasha Shannon,6,2,2,677693900.0,4594984.0,3
63210,Courtney Johnson,1,3,4,621316446.0,2772710.0,0
18733,James Warren,1,3,5,963091609.0,7007740.0,0
12421,Shannon Moore,4,8,3,500156221.0,3241059.0,1
47716,Daniel Lamb,2,7,4,798105861.0,9630719.0,0
87434,Ashley Dixon,6,9,3,26746499.0,4539325.0,1
81220,Steven King,1,5,5,339685633.0,5142713.0,0
51681,Rachel Robinson,3,4,2,370780393.0,5518153.0,3
85931,Brandon Livingston,4,6,4,181560860.0,9453093.0,0
27559,Eddie Norman,3,3,5,34192677.0,2176785.0,0
83919,Anthony Haley,1,9,1,791309824.0,7445538.0,1
73122,Christopher Evans,1,7,4,672341221.0,6027217.0,0
68977,Terry Brock,4,5,4,783267302.0,2750159.0,0
18590,Denise Lee,6,8,3,304908903.0,2695698.0,1
10844,Paul Gross,6,5,1,974569882.0,6238869.0,1
86977,Rebecca Brown,7,5,4,740628018.0,3542623.0,2
47264,Michele Cordova,1,2,4,443999025.0,7348734.0,0
69020,Laura Simpson,7,3,4,18615745.0,2710116.0,2
12413,Scott Rogers,4,2,1,920565335.0,6443041.0,3
88814,Robert Holt,2,6,3,200890475.0,9607671.0,0
32262,Angela English,1,7,5,239659877.0,7869548.0,0
37466,Samantha Gaines,7,8,5,690284630.0,6254311.0,2
64187,Jacqueline Molina,1,5,5,617652676.0,7253794.0,0
79395,Lisa Daniel,2,4,2,524787907.0,7255650.0,3
16842,Scott Dickson,4,8,3,499591543.0,6841025.0,1
91425,Dennis Conrad,1,6,1,829673914.0,2964594.0,1
71136,Jessica Smith,4,2,1,524115046.0,9499504.0,3
63886,Karen Le,2,2,4,439136218.0,2727625.0,0
96689,Susan Sanchez,7,1,3,761264332.0,8078139.0,2
26736,David Larson,1,1,4,907311741.0,4451434.0,0
36703,Brandy Owens,2,6,4,835463624.0,2241956.0,0
99831,Mike Morris,2,4,3,740508195.0,8345881.0,0
57198,Peter Stewart,1,5,1,275707336.0,4130537.0,3
98195,Kristen Sanders,5,2,2,308978545.0,9400600.0,3
85355,Linda Davis,5,8,2,822576818.0,8548239.0,1
60746,Jennifer Mccormick,4,3,3,192422767.0,9315648.0,3
73382,Anna Mckee,3,7,2,157198961.0,8152255.0,1
72599,Theresa Jackson,6,1,2,981544276.0,3196507.0,3
26337,Justin Rivera,7,8,4,879811308.0,7189280.0,2
60376,Joshua Hill,3,1,4,458497306.0,5871324.0,0
50814,Brittany Marshall,7,4,3,570142617.0,9282454.0,2
22948,John Reilly,7,2,3,920459711.0,3200063.0,2
94339,Samantha Hickman,3,4,1,330867102.0,8110616.0,3
46819,Joseph Turner,7,6,5,755677513.0,8438117.0,2
62366,Patricia Bell,6,3,1,425807377.0,8238813.0,3
72887,Katherine Gomez,3,5,4,635521853.0,8852456.0,0
99817,Jeffrey Williams,2,6,3,426814161.0,3355305.0,0
20961,Linda Welch,3,8,4,31054232.0,8583132.0,0
80210,Luis Cox,6,2,4,442234928.0,3831511.0,2
92844,Carrie Murray,1,3,1,7923704.0,5399635.0,3
38021,Kathryn Rowland,3,4,4,124070229.0,2026909.0,0
28618,Christopher Jones,4,4,2,564532297.0,2820008.0,3
51466,Lori Wang,7,6,4,857367560.0,8994638.0,2
43854,Amy Kaufman,1,4,3,500953154.0,2408861.0,0
61889,Deborah Gregory,6,8,1,941467984.0,4392721.0,1
75788,Terry Murray,4,3,5,143702741.0,9721834.0,2
14192,Stephanie Davis,4,6,3,789914585.0,6057752.0,1
46814,Kelly Espinoza,5,7,3,465730128.0,8515746.0,1
13776,Stephen Castro,5,6,4,296898385.0,6041219.0,2
70874,John Hood,6,4,4,956855778.0,3724800.0,2
12881,Terry James,5,2,1,544382211.0,8733930.0,3
72611,Paul Pham,1,4,5,294585132.0,3501143.0,0
53606,Rebecca Cooper,7,1,5,949201517.0,5792099.0,2
73607,Jennifer Rivers,5,7,1,183615606.0,9231211.0,1
83975,Mrs. Gabriella Johnson,7,7,3,626138498.0,3709374.0,2
46524,Kathleen Hernandez,3,1,2,753236037.0,2655128.0,3
53388,Dean Griffin,6,1,3,423849658.0,2561312.0,2
82329,Richard Tyler,5,8,2,587100366.0,5757542.0,1
20772,Amanda Barrera,2,4,2,157009705.0,8885891.0,3
65261,Amanda Taylor,7,9,4,429237951.0,5379646.0,2
99779,Edward Santana,2,1,4,246254258.0,3116417.0,0
12227,Alex Martin,3,6,3,753784545.0,3694050.0,0
89302,Susan Berry,7,6,5,775688219.0,5307918.0,2
67632,Todd Taylor,5,8,1,348581938.0,8261641.0,1
97512,Lindsay Ramirez,1,9,4,462823492.0,5813145.0,0
78243,Steven Wright,1,6,2,336128538.0,9226842.0,3
73544,Kathleen Yang,3,9,2,804939424.0,5468828.0,1
18891,Brenda Cruz,6,6,5,144472521.0,9111361.0,2
68529,Karen Nguyen,7,5,4,854695329.0,8689981.0,2
95346,Glenda Clark,1,7,3,801829487.0,5154107.0,0
77513,Danny Phillips,7,9,5,732722798.0,4861287.0,2
54904,Rose Jimenez,3,9,5,625731947.0,8785586.0,0
28649,Jonathan Brooks,1,2,4,790616534.0,7328872.0,0
81081,Elizabeth Martin,7,2,2,348866585.0,4545280.0,3
20750,William Lopez,2,3,4,834744148.0,9345999.0,0
81713,Sydney Foster,5,1,4,340191211.0,5011136.0,2
20001,Dawn Ellis,5,3,2,615799905.0,5943758.0,3
68010,Benjamin Singleton,3,2,2,167047745.0,2998151.0,3
39041,Michelle Jensen,7,5,1,524859317.0,7568275.0,1
50529,Michele Hernandez,4,8,4,596096473.0,7772032.0,0
36403,Marcus Hamilton,3,1,4,407835586.0,4416144.0,0
